age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
46,2,6,2,0,1,0,40,0.0,0.0,0.98756415,0.0,0.98677325,0,0.9998084
53,2,7,1,0,0,1,40,1.0,0.0,0.64586043,1.0,0.42675257,1,0.03801071
54,2,7,1,2,1,1,40,1.0,1.0,0.35166812,1.0,0.33055902,1,2.0996051e-06
21,2,7,3,0,1,1,55,0.0,0.0,0.97688425,0.0,0.9764152,0,0.9997644
56,2,2,1,2,1,1,50,0.0,1.0,0.098531604,1.0,0.17767167,1,9.743842e-07
35,3,5,1,2,1,1,65,1.0,1.0,0.13946158,1.0,0.17313725,1,1.8015695e-06
46,2,7,1,5,1,1,40,0.0,1.0,0.4120497,1.0,0.39599568,1,5.878165e-06
36,3,7,0,3,1,0,35,0.0,0.0,0.97387344,0.0,0.9844317,0,0.99993443
20,2,7,3,0,1,0,40,0.0,0.0,0.99176675,0.0,0.99351037,0,0.9999695
29,2,3,3,0,1,1,40,0.0,0.0,0.9868366,0.0,0.99221605,0,0.999895
37,2,7,0,4,0,0,40,0.0,0.0,0.9701856,0.0,0.9764235,0,0.9997422
17,2,6,3,0,1,1,16,0.0,0.0,0.9999949,0.0,0.99247086,0,0.9999722
32,2,3,0,0,1,0,38,0.0,0.0,0.9832051,0.0,0.98850083,0,0.9998797
23,2,3,3,5,1,1,40,0.0,0.0,0.9839816,0.0,0.9743704,0,0.99989986
45,3,4,0,3,1,0,42,1.0,0.0,0.76664525,0.0,0.7108307,1,0.0019407637
26,2,3,3,0,1,1,40,0.0,0.0,0.989616,0.0,0.99034667,0,0.9999033
31,2,3,0,4,1,0,99,1.0,0.0,0.87771666,0.0,0.709979,1,0.15980718
79,2,7,1,2,1,1,20,0.0,1.0,0.39722204,1.0,0.38370055,1,6.7575434e-06
49,2,3,0,4,1,0,40,0.0,0.0,0.95397735,0.0,0.96338075,0,0.99976474
42,2,1,1,3,1,1,40,1.0,1.0,0.30225557,1.0,0.38138956,1,0.00015789448
67,2,4,1,3,1,1,30,1.0,1.0,0.20266157,1.0,0.3791182,1,3.3742952e-05
35,2,2,1,5,1,1,45,1.0,1.0,0.13223499,1.0,0.1585601,1,1.0855132e-06
44,2,1,0,5,1,1,50,1.0,0.0,0.55972755,0.0,0.52714384,1,0.043944225
31,2,3,1,0,1,1,40,0.0,0.0,0.8320787,0.0,0.8172492,0,0.957739
37,0,1,0,2,1,0,55,0.0,0.0,0.77887905,0.0,0.7464447,1,0.17084162
22,0,0,3,5,1,1,40,0.0,0.0,0.9655758,0.0,0.8475517,0,0.99919266
34,2,7,1,0,1,1,40,0.0,0.0,0.71320975,0.0,0.6898678,1,0.46745965
45,2,3,0,0,1,1,40,0.0,0.0,0.95063406,0.0,0.95578116,0,0.9996402
51,2,3,1,0,0,1,40,0.0,0.0,0.7753534,0.0,0.65119064,1,0.22226392
28,2,6,1,5,1,0,40,0.0,0.0,0.90908325,0.0,0.9438052,0,0.99929845
38,2,0,0,5,0,0,40,0.0,0.0,0.93466175,0.0,0.9254806,0,0.99736255
40,2,6,0,0,1,0,40,0.0,0.0,0.9906898,0.0,0.9888701,0,0.9998324
50,2,7,1,4,1,1,60,1.0,1.0,0.37106085,1.0,0.16000932,1,1.1496013e-06
33,2,6,0,0,1,1,40,0.0,0.0,0.98730516,0.0,0.9869887,0,0.9998579
49,2,1,1,5,1,1,40,0.0,1.0,0.21552718,1.0,0.21557081,1,1.1055738e-06
44,2,0,0,0,1,0,45,0.0,0.0,0.9180443,0.0,0.8831636,0,0.98668265
23,2,3,1,4,1,1,50,0.0,0.0,0.79303426,0.0,0.8837713,0,0.9692608
20,2,3,3,0,1,1,40,0.0,0.0,0.99511683,0.0,0.9908024,0,0.9999205
32,2,3,1,4,1,0,20,0.0,0.0,0.9292296,0.0,0.9544262,0,0.99979705
64,2,6,0,4,1,0,12,0.0,0.0,0.99322003,0.0,0.9926863,0,0.99990976
28,2,1,1,2,1,1,40,0.0,1.0,0.37564147,1.0,0.36651194,1,1.169109e-06
47,0,6,1,0,1,1,40,0.0,0.0,0.8890121,0.0,0.83802474,0,0.98741
37,2,7,0,5,1,0,40,0.0,0.0,0.94126654,0.0,0.96069527,0,0.99858487
47,3,3,1,0,1,1,48,0.0,0.0,0.6895476,0.0,0.7435086,1,0.30411333
59,1,6,0,1,1,0,40,0.0,0.0,0.9825225,0.0,0.98890644,0,0.9995621
22,2,7,3,2,1,0,20,0.0,0.0,0.9909799,0.0,0.9509572,0,0.99996066
47,2,6,1,0,1,1,40,1.0,0.0,0.8792259,0.0,0.8563099,0,0.9941453
26,2,0,3,4,1,1,40,0.0,0.0,0.9772434,0.0,0.9723316,0,0.99983025
44,2,0,1,2,1,1,50,1.0,1.0,0.2875923,1.0,0.41253912,1,1.0548794e-06
33,2,3,3,0,1,0,40,0.0,0.0,0.9853508,0.0,0.99246055,0,0.9998839
46,2,7,0,5,1,0,40,0.0,0.0,0.9227472,0.0,0.96559775,0,0.9986362
50,2,1,1,0,1,1,40,0.0,1.0,0.38394904,0.0,0.62379134,1,0.031662464
44,2,5,1,2,1,1,50,1.0,1.0,0.10566616,1.0,0.24331331,1,1.4442543e-06
21,2,3,3,0,1,1,40,0.0,0.0,0.99418205,0.0,0.99043024,0,0.9999169
33,2,7,0,0,1,1,40,0.0,0.0,0.948769,0.0,0.97515243,0,0.99977714
28,2,7,3,0,1,1,50,0.0,0.0,0.9591331,0.0,0.97923213,0,0.99983144
29,2,1,1,5,1,1,50,1.0,1.0,0.27707684,1.0,0.19366682,1,1.1487159e-06
41,0,3,1,0,0,1,40,0.0,0.0,0.75150263,0.0,0.7101904,0,0.7441224
19,2,6,3,4,1,0,40,0.0,0.0,0.99881077,0.0,0.9955863,0,0.99997056
62,2,1,1,3,1,1,20,1.0,1.0,0.3368954,1.0,0.36747277,1,0.018122077
50,2,3,1,0,1,1,45,1.0,0.0,0.62653834,0.0,0.5222001,1,0.11224291
21,0,7,3,4,1,1,40,0.0,0.0,0.98622257,0.0,0.9701306,0,0.999874
60,2,3,1,3,1,1,40,1.0,1.0,0.46316773,0.0,0.5575788,1,0.081318155
30,2,7,1,0,1,1,40,0.0,0.0,0.7515805,0.0,0.7406359,0,0.6084605
47,2,3,1,3,1,1,50,1.0,1.0,0.42832345,1.0,0.48605812,1,0.03981553
52,0,1,4,5,1,0,55,0.0,0.0,0.7631264,0.0,0.6662046,1,0.24980532
36,2,5,3,5,1,1,50,1.0,0.0,0.5413171,0.0,0.61396587,1,0.47854206
67,1,6,4,1,0,0,40,0.0,0.0,0.983529,0.0,0.98126364,0,0.999398
25,2,1,1,5,1,1,40,1.0,1.0,0.45284104,0.0,0.68529904,1,3.6917743e-05
22,2,6,2,4,1,0,35,0.0,0.0,0.99799734,0.0,0.9928188,0,0.9999721
49,2,6,2,0,1,1,38,0.0,0.0,0.98740697,0.0,0.986898,0,0.9998398
38,2,4,1,0,0,1,40,1.0,1.0,0.44883877,0.0,0.5325221,1,0.007050667
54,3,3,1,3,0,1,40,0.0,0.0,0.6570337,0.0,0.8129805,1,0.12922697
63,2,1,1,5,1,1,40,0.0,1.0,0.16667235,1.0,0.37985837,1,1.5524329e-06
67,1,6,4,1,1,0,35,0.0,0.0,0.98573285,0.0,0.98404884,0,0.99962854
22,2,7,3,0,1,1,35,0.0,0.0,0.99529994,0.0,0.99320245,0,0.9999653
39,0,1,3,5,1,1,45,0.0,0.0,0.782086,0.0,0.8902964,0,0.88259685
31,2,1,1,3,1,1,60,0.0,1.0,0.28349137,1.0,0.367108,1,5.1043053e-06
57,2,7,1,0,1,1,40,1.0,0.0,0.5570911,1.0,0.49681783,1,0.026948603
22,2,1,3,2,1,1,40,0.0,0.0,0.92736095,0.0,0.96554786,0,0.9999043
42,2,0,1,5,1,1,40,1.0,1.0,0.41305572,1.0,0.39808172,1,3.295023e-05
19,2,3,3,4,1,0,20,0.0,0.0,0.9985693,0.0,0.9909066,0,0.9999715
17,0,6,3,4,1,1,30,0.0,0.0,0.9999753,0.0,0.9625813,0,0.9999646
28,3,7,1,0,1,1,55,0.0,0.0,0.6879053,0.0,0.513695,1,0.00014651398
46,0,3,0,2,1,0,40,0.0,0.0,0.91320294,0.0,0.9735016,0,0.99994206
45,2,7,0,0,1,1,56,1.0,0.0,0.8517655,0.0,0.79054415,0,0.99521315
20,2,7,2,3,0,0,40,0.0,0.0,0.9829373,0.0,0.9951093,0,0.9997714
32,2,3,3,4,0,0,40,0.0,0.0,0.98864895,0.0,0.9952399,0,0.99994755
67,2,3,4,5,1,0,16,1.0,0.0,0.9499923,0.0,0.94795215,0,0.9997482
52,2,3,1,0,0,1,40,1.0,0.0,0.7706902,0.0,0.63704145,1,0.18951726
35,2,3,1,3,1,1,44,0.0,0.0,0.61449444,0.0,0.529874,1,0.13837944
43,2,3,0,5,1,0,58,0.0,0.0,0.89236104,0.0,0.8319989,0,0.98874426
29,2,0,3,0,1,1,40,0.0,0.0,0.9624514,0.0,0.972865,0,0.9996923
42,2,7,1,2,1,1,40,1.0,1.0,0.43021423,1.0,0.41244584,1,1.0936349e-05
68,1,3,4,1,1,1,32,0.0,0.0,0.9595536,0.0,0.97572184,0,0.9991769
29,2,3,2,4,0,0,30,0.0,0.0,0.9846719,0.0,0.9952466,0,0.999954
40,2,7,0,5,1,1,40,0.0,0.0,0.8756713,0.0,0.965505,0,0.9985649
30,2,1,1,3,1,1,20,0.0,0.0,0.6428402,0.0,0.5795288,1,0.12642586
61,3,7,1,5,1,1,50,1.0,1.0,0.30770546,1.0,0.3151738,1,1.6691331e-06
46,2,7,1,0,0,1,40,0.0,0.0,0.6874231,0.0,0.6160051,1,0.18024993
51,2,3,1,0,1,1,40,0.0,0.0,0.70795673,0.0,0.65119064,1,0.22226392
42,2,1,1,5,1,1,40,1.0,1.0,0.2601787,1.0,0.22375226,1,1.1428502e-06
25,2,6,3,0,0,1,40,0.0,0.0,0.9966926,0.0,0.99088,0,0.99994683
49,2,1,1,3,1,1,50,1.0,1.0,0.20127994,1.0,0.2775551,1,1.6202286e-05
58,2,6,1,0,1,1,40,1.0,0.0,0.856184,0.0,0.89517903,0,0.9798529
56,3,1,1,3,1,1,50,1.0,1.0,0.2390123,1.0,0.41857392,1,2.67558e-06
51,3,1,0,0,1,1,50,0.0,0.0,0.75483257,0.0,0.84213483,0,0.78660536
66,1,6,3,1,1,1,30,0.0,0.0,0.9899259,0.0,0.98191005,0,0.999816
38,2,3,1,3,1,1,55,1.0,1.0,0.4838047,0.0,0.5333142,1,0.041990135
53,3,7,4,3,1,0,60,0.0,0.0,0.87293094,0.0,0.73844934,0,0.9198973
17,2,6,3,4,1,0,30,0.0,0.0,0.99998206,0.0,0.9877422,0,0.9999695
28,0,0,1,5,1,1,60,0.0,1.0,0.4237445,1.0,0.48636335,1,3.5003904e-06
37,3,5,1,2,1,1,50,1.0,1.0,0.14987451,1.0,0.14711177,1,1.7359994e-06
29,2,3,1,0,1,1,40,0.0,0.0,0.8451563,0.0,0.86296725,0,0.9735658
57,2,0,4,2,1,0,40,0.0,0.0,0.8084861,0.0,0.9070288,0,0.99942136
27,0,4,3,2,1,0,40,0.0,0.0,0.8828593,0.0,0.9198047,0,0.99669266
28,2,3,1,0,1,1,40,0.0,0.0,0.8516427,0.0,0.86955225,0,0.98030204
31,2,6,3,4,1,1,40,0.0,0.0,0.99595404,0.0,0.98359346,0,0.9999565
37,2,7,1,0,0,1,40,0.0,0.0,0.74621445,0.0,0.67783713,1,0.4544658
39,2,3,0,5,1,0,40,0.0,0.0,0.9479698,0.0,0.96877134,0,0.99963486
34,3,0,1,0,1,1,45,0.0,0.0,0.6396228,0.0,0.7063712,1,0.075102456
32,2,0,1,4,1,1,40,0.0,0.0,0.67902505,0.0,0.65534407,1,0.36921182
59,3,4,1,5,1,1,80,1.0,1.0,0.12827271,1.0,0.15719241,1,1.268395e-06
42,2,3,1,0,1,1,40,0.0,0.0,0.7613724,0.0,0.72142994,0,0.62516475
47,0,2,0,2,1,1,50,1.0,1.0,0.46351975,0.0,0.5297492,1,3.4853174e-06
26,0,1,3,2,0,0,35,0.0,0.0,0.9601145,0.0,0.97429234,0,0.9999436
39,2,3,3,3,0,0,40,0.0,0.0,0.986755,0.0,0.98860717,0,0.99986804
37,2,3,3,4,1,0,35,1.0,0.0,0.9917529,0.0,0.9959268,0,0.9999511
33,2,4,1,4,1,1,15,0.0,0.0,0.5913862,0.0,0.53502345,1,0.28676638
45,2,7,1,0,1,1,40,1.0,0.0,0.6258005,0.0,0.63455516,1,0.22329436
62,1,3,1,1,1,1,18,0.0,0.0,0.7849568,0.0,0.8938834,0,0.9602083
58,0,6,1,0,1,1,40,0.0,0.0,0.8702293,0.0,0.7590858,0,0.9633626
50,3,3,1,5,1,1,32,0.0,0.0,0.66164505,0.0,0.56297445,1,0.18472478
26,2,1,3,3,0,1,20,0.0,0.0,0.98376215,0.0,0.9876749,0,0.99987864
41,0,3,1,0,1,1,40,1.0,0.0,0.69828105,0.0,0.7101904,0,0.7441224
36,2,7,3,4,0,0,40,0.0,0.0,0.98032135,0.0,0.972172,0,0.9999237
47,1,3,2,1,0,0,32,0.0,0.0,0.97904736,0.0,0.9850172,0,0.99977714
48,0,1,0,2,1,0,60,0.0,0.0,0.7528157,1.0,0.41931486,1,1.4024078e-05
63,3,3,1,0,1,1,45,0.0,0.0,0.6428348,0.0,0.7102258,1,0.23366998
31,2,6,3,4,1,0,20,0.0,0.0,0.9987577,0.0,0.9876566,0,0.9999697
23,2,7,3,5,1,1,20,0.0,0.0,0.99291164,0.0,0.98084927,0,0.99988973
36,2,6,1,0,1,1,40,0.0,0.0,0.91042066,0.0,0.9249014,0,0.9981833
27,2,3,3,0,0,1,40,0.0,0.0,0.989681,0.0,0.9910547,0,0.99990094
24,2,3,3,4,1,1,35,0.0,0.0,0.9957347,0.0,0.9919153,0,0.9999627
41,3,3,1,3,1,0,40,0.0,0.0,0.8118601,0.0,0.6862772,1,0.34882304
25,2,3,3,0,1,0,40,0.0,0.0,0.99106383,0.0,0.98978055,0,0.9999058
55,2,3,1,0,1,1,40,1.0,0.0,0.68882644,0.0,0.6210879,1,0.15877742
51,2,4,1,5,1,1,50,1.0,1.0,0.097135305,1.0,0.10164493,1,9.365459e-07
20,2,7,3,2,1,0,40,0.0,0.0,0.9840387,0.0,0.9747969,0,0.9999187
19,2,3,3,4,1,0,40,0.0,0.0,0.99553347,0.0,0.9903604,0,0.99995875
42,3,3,0,0,1,1,40,0.0,0.0,0.96081114,0.0,0.9369996,0,0.99953866
36,2,1,3,5,0,0,40,0.0,0.0,0.9001418,0.0,0.87298685,0,0.9954847
46,2,3,1,4,1,1,50,0.0,0.0,0.57317877,0.0,0.6445069,1,0.045367364
19,1,3,3,1,1,1,30,0.0,0.0,0.9981304,0.0,0.9920538,0,0.9999434
22,2,7,3,4,0,0,32,0.0,0.0,0.9957861,0.0,0.99069214,0,0.99995637
33,0,3,0,5,1,0,40,0.0,0.0,0.95828116,0.0,0.96579266,0,0.9996655
20,2,3,3,0,1,1,40,0.0,0.0,0.99511683,0.0,0.9908024,0,0.9999205
44,2,7,1,5,1,0,45,1.0,1.0,0.47550315,1.0,0.3232314,1,2.2751688e-06
39,2,1,3,5,0,0,35,0.0,0.0,0.9291683,0.0,0.9586583,0,0.99945694
62,2,0,0,4,1,1,40,0.0,0.0,0.8482042,0.0,0.9022548,0,0.9935649
55,2,1,1,5,1,1,42,1.0,1.0,0.15142804,1.0,0.18043983,1,7.0762604e-07
24,1,1,3,1,1,1,40,0.0,0.0,0.9745921,0.0,0.9773025,0,0.99955696
34,2,6,3,4,0,1,40,0.0,0.0,0.99570173,0.0,0.9830927,0,0.9999573
38,3,4,1,2,0,1,60,1.0,1.0,0.2741269,1.0,0.17556757,1,1.6816612e-06
51,2,6,1,0,1,1,40,0.0,0.0,0.86943877,0.0,0.8610487,0,0.99322116
42,2,4,3,5,1,1,45,1.0,0.0,0.59679157,1.0,0.37881082,1,0.056102503
17,1,6,3,1,0,1,20,0.0,0.0,0.9999906,0.0,0.99290866,0,0.99997747
26,1,1,3,1,1,0,80,0.0,0.0,0.9413349,0.0,0.84147173,0,0.9843099
31,3,6,1,0,1,1,40,0.0,0.0,0.9390656,0.0,0.9474157,0,0.9988122
52,2,0,0,4,1,0,40,0.0,0.0,0.9382849,0.0,0.90527976,0,0.99820864
53,2,4,1,5,1,1,55,1.0,1.0,0.08685744,1.0,0.110102534,1,9.772941e-07
29,2,1,1,3,1,1,40,1.0,1.0,0.45663768,1.0,0.31836492,1,0.0005320725
67,1,3,4,1,1,0,8,0.0,0.0,0.98205376,0.0,0.9756163,0,0.9996406
20,3,3,0,3,1,0,30,0.0,0.0,0.9931308,0.0,0.99051875,0,0.9999616
31,2,3,3,0,1,1,40,1.0,0.0,0.98508096,0.0,0.99271166,0,0.9998896
31,2,7,3,5,0,0,35,0.0,0.0,0.98477334,0.0,0.9707935,0,0.9998605
42,0,7,1,5,1,0,40,0.0,0.0,0.6132511,1.0,0.43842924,1,6.580909e-05
23,2,0,1,0,1,0,30,0.0,0.0,0.8565954,0.0,0.77366793,0,0.9686973
24,2,7,3,3,1,1,20,0.0,0.0,0.99584824,0.0,0.9917898,0,0.99996734
18,0,3,3,4,1,1,60,0.0,0.0,0.98303956,0.0,0.98194927,0,0.99987555
23,2,3,3,0,1,1,40,0.0,0.0,0.9923568,0.0,0.9898212,0,0.9999119
57,0,2,0,2,1,1,60,1.0,1.0,0.3988548,1.0,0.17506754,1,1.1902819e-06
34,2,2,1,2,1,1,60,1.0,1.0,0.13945925,1.0,0.30215406,1,1.054841e-06
44,2,7,1,0,1,1,40,1.0,0.0,0.6329535,0.0,0.6373968,1,0.25235006
22,2,0,3,2,1,1,30,0.0,0.0,0.9795416,0.0,0.997624,0,0.99997115
52,2,7,1,5,1,1,45,1.0,1.0,0.27918828,1.0,0.3016742,1,1.6409236e-06
47,2,3,0,0,1,0,43,0.0,0.0,0.9412756,0.0,0.92605853,0,0.9987908
24,2,7,3,0,1,1,50,0.0,0.0,0.9712541,0.0,0.98364097,0,0.9998498
36,0,7,0,5,1,0,65,0.0,0.0,0.8688157,0.0,0.847908,0,0.7807255
32,3,7,0,4,1,0,35,0.0,0.0,0.9758419,0.0,0.97637194,0,0.99994063
70,3,7,1,5,1,1,30,0.0,1.0,0.4560557,1.0,0.34611434,1,3.609872e-06
31,2,3,3,3,1,1,48,0.0,0.0,0.9653228,0.0,0.97434425,0,0.9997943
52,2,7,1,5,1,1,55,1.0,1.0,0.2266832,1.0,0.28511268,1,1.5723662e-06
40,2,1,3,3,1,0,45,0.0,0.0,0.9055112,0.0,0.878086,0,0.9484063
61,1,6,1,1,1,1,40,1.0,0.0,0.90321785,0.0,0.9290902,0,0.9950257
50,0,1,1,5,1,1,40,1.0,1.0,0.30455953,1.0,0.33283317,1,9.632104e-07
53,2,7,1,5,1,1,50,1.0,1.0,0.24404252,1.0,0.2859965,1,1.5544655e-06
36,2,3,3,4,1,1,40,0.0,0.0,0.9812802,0.0,0.99545443,0,0.99994683
57,2,7,3,0,1,1,42,0.0,0.0,0.91550505,0.0,0.9135282,0,0.99940574
28,2,3,1,4,1,1,40,0.0,0.0,0.8323363,0.0,0.93721896,0,0.9983779
49,2,1,1,5,1,1,40,1.0,1.0,0.21552718,1.0,0.21557081,1,1.1055738e-06
33,2,6,3,0,0,1,40,0.0,0.0,0.9940575,0.0,0.98732203,0,0.9999095
39,3,2,0,5,0,1,40,0.0,0.0,0.6874662,0.0,0.69042236,1,0.04114918
62,2,6,4,0,1,0,40,0.0,0.0,0.98237157,0.0,0.98610085,0,0.99974316
54,2,6,1,4,0,0,40,1.0,0.0,0.91672003,0.0,0.9056045,0,0.9964439
46,2,3,1,0,1,1,35,0.0,0.0,0.8223476,0.0,0.81363165,0,0.87715316
42,0,7,1,0,1,1,40,1.0,0.0,0.6203948,0.0,0.6783527,1,0.24266656
24,2,1,3,3,1,1,40,0.0,0.0,0.94786006,0.0,0.95538354,0,0.99931526
52,2,2,1,5,1,1,57,1.0,1.0,0.063738406,1.0,0.14593244,1,8.775e-07
44,2,3,3,5,1,0,43,0.0,0.0,0.95535076,0.0,0.9616678,0,0.99964845
41,3,7,0,0,1,0,40,0.0,0.0,0.94356334,0.0,0.9415967,0,0.999532
19,2,3,3,0,1,1,30,0.0,0.0,0.9983941,0.0,0.9910138,0,0.9999558
69,0,3,1,4,1,1,40,0.0,0.0,0.53692055,0.0,0.6668445,1,0.22512175
59,0,6,4,4,0,0,30,0.0,0.0,0.9848451,0.0,0.9779052,0,0.99992573
31,2,3,1,3,1,1,50,1.0,0.0,0.60272825,0.0,0.61306965,1,0.14336021
21,2,7,3,5,1,0,40,0.0,0.0,0.9847872,0.0,0.97740054,0,0.9997925
55,2,7,1,4,0,1,40,1.0,0.0,0.57286716,1.0,0.4008757,1,0.00012046375
45,2,3,1,5,0,1,40,1.0,0.0,0.5971489,0.0,0.5853665,1,0.040774573
26,2,3,1,0,1,1,50,0.0,0.0,0.7800071,0.0,0.817607,0,0.86513764
48,0,4,1,2,1,0,40,1.0,1.0,0.2354325,1.0,0.13473994,1,2.5145034e-06
43,2,0,1,5,1,1,48,1.0,1.0,0.2979318,1.0,0.26482642,1,2.1902092e-06
42,2,4,1,2,1,1,50,1.0,1.0,0.15978992,1.0,0.27569973,1,1.0995781e-06
32,2,3,1,0,0,1,40,0.0,0.0,0.86430407,0.0,0.8090667,0,0.9501451
31,2,1,1,0,0,1,36,0.0,0.0,0.6709312,0.0,0.53300285,1,0.14124276
57,2,3,1,0,1,1,40,0.0,0.0,0.68031406,0.0,0.6176766,1,0.15595333
38,2,7,1,3,1,0,40,1.0,0.0,0.74093074,0.0,0.52143943,1,0.0006255002
39,0,1,0,5,1,0,35,0.0,0.0,0.8970345,0.0,0.8420027,0,0.99497414
51,2,1,1,5,1,1,55,0.0,1.0,0.13421822,1.0,0.1744098,1,7.6662127e-07
35,0,7,1,4,1,1,40,0.0,0.0,0.6213076,0.0,0.58727527,1,0.0707688
25,2,7,3,4,1,0,40,0.0,0.0,0.9862067,0.0,0.97939134,0,0.9999219
31,2,1,3,2,0,0,40,0.0,0.0,0.9052851,0.0,0.9315949,0,0.99982303
43,2,6,0,0,1,0,40,0.0,0.0,0.9898216,0.0,0.98879296,0,0.9998286
38,0,1,1,5,1,1,40,1.0,1.0,0.36270684,1.0,0.42356765,1,1.5659031e-06
64,3,3,1,5,1,1,45,1.0,1.0,0.43162948,1.0,0.4839806,1,2.100354e-06
45,3,1,1,5,1,1,51,0.0,1.0,0.2292791,1.0,0.19484371,1,9.868801e-07
48,3,0,1,4,1,0,15,0.0,0.0,0.8102662,0.0,0.7389682,1,0.38185847
25,2,1,3,2,1,1,40,0.0,0.0,0.8988772,0.0,0.969286,0,0.9998976
38,0,1,1,2,1,0,20,1.0,1.0,0.4817419,1.0,0.48809397,1,0.00023024512
38,2,1,1,4,1,1,35,0.0,0.0,0.5467802,1.0,0.47978097,1,0.05836092
24,2,0,3,5,1,1,40,0.0,0.0,0.9574274,0.0,0.9402513,0,0.9992536
45,2,3,0,5,1,0,46,0.0,0.0,0.91193694,0.0,0.90110373,0,0.9981559
51,2,3,1,4,1,1,50,1.0,0.0,0.54136586,0.0,0.60977983,1,0.031031456
22,2,3,3,0,1,1,35,0.0,0.0,0.99664617,0.0,0.99104244,0,0.9999304
44,2,3,2,5,1,0,40,0.0,0.0,0.9357366,0.0,0.9618939,0,0.9995516
50,2,3,1,0,1,1,40,1.0,0.0,0.71419215,0.0,0.6535088,1,0.25254607
47,0,7,3,4,0,1,40,0.0,0.0,0.9466208,0.0,0.95007706,0,0.9998977
24,2,4,3,5,1,1,56,0.0,0.0,0.7733132,0.0,0.5345501,1,0.16512062
44,2,3,1,0,1,1,41,0.0,0.0,0.68238485,0.0,0.5586209,1,0.14719088
23,0,3,3,4,1,0,40,0.0,0.0,0.99070954,0.0,0.9860069,0,0.9999467
32,2,1,1,0,1,1,40,1.0,0.0,0.50276756,0.0,0.5594525,1,0.07838755
27,3,7,1,5,1,1,40,0.0,0.0,0.6679636,0.0,0.6802548,1,0.01812784
35,2,3,1,4,0,0,20,0.0,0.0,0.9128281,0.0,0.9229771,0,0.9997714
24,2,6,1,3,1,1,40,0.0,0.0,0.9374744,0.0,0.9603051,0,0.99922943
27,2,3,1,0,1,1,40,0.0,0.0,0.85882545,0.0,0.8688847,0,0.9866034
61,0,5,1,2,1,1,50,1.0,1.0,0.108819306,1.0,0.14289713,1,1.4191077e-06
35,0,1,1,2,1,1,50,0.0,1.0,0.29854387,1.0,0.1975854,1,1.3379009e-06
27,2,1,3,2,1,0,20,0.0,0.0,0.95940554,0.0,0.9898517,0,0.99997044
43,2,1,1,2,1,1,40,1.0,1.0,0.27960497,1.0,0.16859525,1,8.7723316e-07
26,2,3,3,5,0,1,40,0.0,0.0,0.9834552,0.0,0.97326666,0,0.9998996
32,2,6,1,0,1,1,40,1.0,0.0,0.9240859,0.0,0.98219365,0,0.99876654
45,2,6,1,4,1,0,32,0.0,0.0,0.9479756,0.0,0.9666042,0,0.9998361
51,2,3,1,5,0,0,38,0.0,0.0,0.71964884,0.0,0.70926386,1,0.42695025
41,3,0,0,3,1,1,60,0.0,0.0,0.7918905,0.0,0.70494646,0,0.8775846
43,3,1,1,2,1,1,21,0.0,1.0,0.4730721,0.0,0.6434797,1,2.9972873e-05
34,0,1,3,2,1,1,48,0.0,0.0,0.8244606,0.0,0.9386499,0,0.994514
17,2,6,3,4,1,1,48,0.0,0.0,0.99995935,0.0,0.9714007,0,0.99995506
