age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,GD,GD_proba
29,2,1,1,5,1,1,50,1.0,0,0.7073395
41,0,3,1,0,0,1,40,0.0,0,0.70724636
19,2,6,3,4,1,0,40,0.0,0,0.70749056
62,2,1,1,3,1,1,20,1.0,0,0.7073984
50,2,3,1,0,1,1,45,1.0,0,0.7072858
21,0,7,3,4,1,1,40,0.0,0,0.7075137
60,2,3,1,3,1,1,40,1.0,0,0.70728296
30,2,7,1,0,1,1,40,0.0,0,0.707406
47,2,3,1,3,1,1,50,1.0,0,0.7072596
52,0,1,4,5,1,0,55,0.0,0,0.7074192
36,2,5,3,5,1,1,50,1.0,0,0.7074702
67,1,6,4,1,0,0,40,0.0,0,0.7073598
25,2,1,1,5,1,1,40,1.0,0,0.7073313
22,2,6,2,4,1,0,35,0.0,0,0.7077665
49,2,6,2,0,1,1,38,0.0,0,0.7073382
38,2,4,1,0,0,1,40,1.0,0,0.70731467
54,3,3,1,3,0,1,40,0.0,0,0.7072662
63,2,1,1,5,1,1,40,0.0,0,0.7072918
67,1,6,4,1,1,0,35,0.0,0,0.7073379
22,2,7,3,0,1,1,35,0.0,0,0.70744425
39,0,1,3,5,1,1,45,0.0,0,0.7074109
31,2,1,1,3,1,1,60,0.0,0,0.7073617
57,2,7,1,0,1,1,40,1.0,0,0.70740163
22,2,1,3,2,1,1,40,0.0,0,0.7074561
42,2,0,1,5,1,1,40,1.0,0,0.70734274
19,2,3,3,4,1,0,20,0.0,0,0.70773196
17,0,6,3,4,1,1,30,0.0,0,0.7075723
28,3,7,1,0,1,1,55,0.0,0,0.70744276
46,0,3,0,2,1,0,40,0.0,0,0.7072615
45,2,7,0,0,1,1,56,1.0,0,0.7073512
20,2,7,2,3,0,0,40,0.0,0,0.7075005
32,2,3,3,4,0,0,40,0.0,0,0.7076745
67,2,3,4,5,1,0,16,1.0,0,0.7073826
52,2,3,1,0,0,1,40,1.0,0,0.7072919
35,2,3,1,3,1,1,44,0.0,0,0.70728
43,2,3,0,5,1,0,58,0.0,0,0.70735514
29,2,0,3,0,1,1,40,0.0,0,0.7074328
42,2,7,1,2,1,1,40,1.0,0,0.7074073
68,1,3,4,1,1,1,32,0.0,0,0.7074028
29,2,3,2,4,0,0,30,0.0,0,0.7075215
40,2,7,0,5,1,1,40,0.0,0,0.707346
30,2,1,1,3,1,1,20,0.0,0,0.7073231
61,3,7,1,5,1,1,50,1.0,0,0.70747
46,2,7,1,0,0,1,40,0.0,0,0.7074103
51,2,3,1,0,1,1,40,0.0,0,0.7072912
42,2,1,1,5,1,1,40,1.0,0,0.70731133
25,2,6,3,0,0,1,40,0.0,0,0.7073286
49,2,1,1,3,1,1,50,1.0,0,0.707373
58,2,6,1,0,1,1,40,1.0,0,0.70720124
56,3,1,1,3,1,1,50,1.0,0,0.70746344
51,3,1,0,0,1,1,50,0.0,0,0.7074115
66,1,6,3,1,1,1,30,0.0,0,0.70739686
38,2,3,1,3,1,1,55,1.0,0,0.70725745
53,3,7,4,3,1,0,60,0.0,0,0.7073529
17,2,6,3,4,1,0,30,0.0,0,0.7076286
28,0,0,1,5,1,1,60,0.0,0,0.707384
37,3,5,1,2,1,1,50,1.0,0,0.7074655
29,2,3,1,0,1,1,40,0.0,0,0.7073006
57,2,0,4,2,1,0,40,0.0,0,0.70747674
27,0,4,3,2,1,0,40,0.0,0,0.7074191
28,2,3,1,0,1,1,40,0.0,0,0.7073013
31,2,6,3,4,1,1,40,0.0,0,0.7075921
37,2,7,1,0,0,1,40,0.0,0,0.70741177
39,2,3,0,5,1,0,40,0.0,0,0.7073049
34,3,0,1,0,1,1,45,0.0,0,0.70735955
32,2,0,1,4,1,1,40,0.0,0,0.7073452
59,3,4,1,5,1,1,80,1.0,0,0.70739543
42,2,3,1,0,1,1,40,0.0,0,0.7072981
47,0,2,0,2,1,1,50,1.0,0,0.7072348
26,0,1,3,2,0,0,35,0.0,0,0.70743257
39,2,3,3,3,0,0,40,0.0,0,0.70743424
37,2,3,3,4,1,0,35,1.0,0,0.7075322
33,2,4,1,4,1,1,15,0.0,0,0.7073018
45,2,7,1,0,1,1,40,1.0,0,0.7074108
62,1,3,1,1,1,1,18,0.0,0,0.7074628
58,0,6,1,0,1,1,40,0.0,0,0.7072218
50,3,3,1,5,1,1,32,0.0,0,0.7073778
26,2,1,3,3,0,1,20,0.0,0,0.7074051
41,0,3,1,0,1,1,40,1.0,0,0.70724636
36,2,7,3,4,0,0,40,0.0,0,0.70740455
47,1,3,2,1,0,0,32,0.0,0,0.7074759
48,0,1,0,2,1,0,60,0.0,0,0.7074731
63,3,3,1,0,1,1,45,0.0,0,0.7072524
31,2,6,3,4,1,0,20,0.0,0,0.70758915
23,2,7,3,5,1,1,20,0.0,0,0.7073904
36,2,6,1,0,1,1,40,0.0,0,0.7072191
27,2,3,3,0,0,1,40,0.0,0,0.70746875
24,2,3,3,4,1,1,35,0.0,0,0.707744
41,3,3,1,3,1,0,40,0.0,0,0.70730025
25,2,3,3,0,1,0,40,0.0,0,0.7075286
55,2,3,1,0,1,1,40,1.0,0,0.70729345
51,2,4,1,5,1,1,50,1.0,0,0.7072888
20,2,7,3,2,1,0,40,0.0,0,0.7074261
19,2,3,3,4,1,0,40,0.0,0,0.70772153
42,3,3,0,0,1,1,40,0.0,0,0.7073031
36,2,1,3,5,0,0,40,0.0,0,0.7073857
46,2,3,1,4,1,1,50,0.0,0,0.70727307
19,1,3,3,1,1,1,30,0.0,0,0.7077664
22,2,7,3,4,0,0,32,0.0,0,0.7073189
33,0,3,0,5,1,0,40,0.0,0,0.70728797
20,2,3,3,0,1,1,40,0.0,0,0.7074739
44,2,7,1,5,1,0,45,1.0,0,0.7072791
39,2,1,3,5,0,0,35,0.0,0,0.707383
62,2,0,0,4,1,1,40,0.0,0,0.70741147
55,2,1,1,5,1,1,42,1.0,0,0.70730907
24,1,1,3,1,1,1,40,0.0,0,0.70742065
34,2,6,3,4,0,1,40,0.0,0,0.7076455
38,3,4,1,2,0,1,60,1.0,0,0.7074588
51,2,6,1,0,1,1,40,0.0,0,0.70720303
42,2,4,3,5,1,1,45,1.0,0,0.70738745
17,1,6,3,1,0,1,20,0.0,0,0.7075795
26,1,1,3,1,1,0,80,0.0,0,0.7074976
31,3,6,1,0,1,1,40,0.0,0,0.70725477
52,2,0,0,4,1,0,40,0.0,0,0.7074136
53,2,4,1,5,1,1,55,1.0,0,0.70728916
29,2,1,1,3,1,1,40,1.0,0,0.70735323
67,1,3,4,1,1,0,8,0.0,0,0.70738363
20,3,3,0,3,1,0,30,0.0,0,0.7075646
31,2,3,3,0,1,1,40,1.0,0,0.7073922
31,2,7,3,5,0,0,35,0.0,0,0.70739883
42,0,7,1,5,1,0,40,0.0,0,0.7073769
23,2,0,1,0,1,0,30,0.0,0,0.70727605
24,2,7,3,3,1,1,20,0.0,0,0.7073623
18,0,3,3,4,1,1,60,0.0,0,0.7077328
23,2,3,3,0,1,1,40,0.0,0,0.70752615
57,0,2,0,2,1,1,60,1.0,0,0.70730424
34,2,2,1,2,1,1,60,1.0,0,0.7072348
44,2,7,1,0,1,1,40,1.0,0,0.7074112
22,2,0,3,2,1,1,30,0.0,0,0.7075127
52,2,7,1,5,1,1,45,1.0,0,0.7072779
47,2,3,0,0,1,0,43,0.0,0,0.7072823
24,2,7,3,0,1,1,50,0.0,0,0.7074477
36,0,7,0,5,1,0,65,0.0,0,0.7072968
32,3,7,0,4,1,0,35,0.0,0,0.7074022
70,3,7,1,5,1,1,30,0.0,0,0.70743024
31,2,3,3,3,1,1,48,0.0,0,0.7075583
52,2,7,1,5,1,1,55,1.0,0,0.7072912
40,2,1,3,3,1,0,45,0.0,0,0.707387
61,1,6,1,1,1,1,40,1.0,0,0.7073727
50,0,1,1,5,1,1,40,1.0,0,0.7073984
53,2,7,1,5,1,1,50,1.0,0,0.7072863
36,2,3,3,4,1,1,40,0.0,0,0.70761627
57,2,7,3,0,1,1,42,0.0,0,0.70739037
28,2,3,1,4,1,1,40,0.0,0,0.7070447
49,2,1,1,5,1,1,40,1.0,0,0.70730406
33,2,6,3,0,0,1,40,0.0,0,0.7073851
39,3,2,0,5,0,1,40,0.0,0,0.70730543
62,2,6,4,0,1,0,40,0.0,0,0.7073562
54,2,6,1,4,0,0,40,1.0,0,0.70736617
46,2,3,1,0,1,1,35,0.0,0,0.70729256
42,0,7,1,0,1,1,40,1.0,0,0.707475
24,2,1,3,3,1,1,40,0.0,0,0.70745534
52,2,2,1,5,1,1,57,1.0,0,0.70730513
44,2,3,3,5,1,0,43,0.0,0,0.7075969
41,3,7,0,0,1,0,40,0.0,0,0.70741576
19,2,3,3,0,1,1,30,0.0,0,0.7074407
69,0,3,1,4,1,1,40,0.0,0,0.70727557
59,0,6,4,4,0,0,30,0.0,0,0.7073467
31,2,3,1,3,1,1,50,1.0,0,0.70727605
21,2,7,3,5,1,0,40,0.0,0,0.70740324
55,2,7,1,4,0,1,40,1.0,0,0.70728904
45,2,3,1,5,0,1,40,1.0,0,0.707243
26,2,3,1,0,1,1,50,0.0,0,0.70729166
48,0,4,1,2,1,0,40,1.0,0,0.7074253
43,2,0,1,5,1,1,48,1.0,0,0.70735013
42,2,4,1,2,1,1,50,1.0,0,0.70731705
32,2,3,1,0,0,1,40,0.0,0,0.70729774
31,2,1,1,0,0,1,36,0.0,0,0.7073605
57,2,3,1,0,1,1,40,0.0,0,0.7072929
38,2,7,1,3,1,0,40,1.0,0,0.7073663
39,0,1,0,5,1,0,35,0.0,0,0.7073461
51,2,1,1,5,1,1,55,0.0,0,0.7073241
35,0,7,1,4,1,1,40,0.0,0,0.70739985
25,2,7,3,4,1,0,40,0.0,0,0.7073221
31,2,1,3,2,0,0,40,0.0,0,0.7073816
43,2,6,0,0,1,0,40,0.0,0,0.70735157
38,0,1,1,5,1,1,40,1.0,0,0.7074003
64,3,3,1,5,1,1,45,1.0,0,0.7073393
45,3,1,1,5,1,1,51,0.0,0,0.70741856
48,3,0,1,4,1,0,15,0.0,0,0.7073262
25,2,1,3,2,1,1,40,0.0,0,0.70742077
38,0,1,1,2,1,0,20,1.0,0,0.70744115
38,2,1,1,4,1,1,35,0.0,0,0.70736265
24,2,0,3,5,1,1,40,0.0,0,0.7076008
45,2,3,0,5,1,0,46,0.0,0,0.70735824
51,2,3,1,4,1,1,50,1.0,0,0.70726895
22,2,3,3,0,1,1,35,0.0,0,0.70750386
44,2,3,2,5,1,0,40,0.0,0,0.70751286
50,2,3,1,0,1,1,40,1.0,0,0.7072907
47,0,7,3,4,0,1,40,0.0,0,0.7074081
24,2,4,3,5,1,1,56,0.0,0,0.7074665
44,2,3,1,0,1,1,41,0.0,0,0.70728856
23,0,3,3,4,1,0,40,0.0,0,0.70763534
32,2,1,1,0,1,1,40,1.0,0,0.70735765
27,3,7,1,5,1,1,40,0.0,0,0.7074112
35,2,3,1,4,0,0,20,0.0,0,0.70708054
24,2,6,1,3,1,1,40,0.0,0,0.70727605
27,2,3,1,0,1,1,40,0.0,0,0.7073029
61,0,5,1,2,1,1,50,1.0,0,0.7074755
35,0,1,1,2,1,1,50,0.0,0,0.7074333
27,2,1,3,2,1,0,20,0.0,0,0.70738626
43,2,1,1,2,1,1,40,1.0,0,0.7073736
26,2,3,3,5,0,1,40,0.0,0,0.70749617
32,2,6,1,0,1,1,40,1.0,0,0.7072271
45,2,6,1,4,1,0,32,0.0,0,0.70733047
51,2,3,1,5,0,0,38,0.0,0,0.7072506
41,3,0,0,3,1,1,60,0.0,0,0.70743275
43,3,1,1,2,1,1,21,0.0,0,0.7074661
34,0,1,3,2,1,1,48,0.0,0,0.7074412
17,2,6,3,4,1,1,48,0.0,0,0.70763177
50,3,4,1,2,1,0,40,1.0,0,0.707472
20,1,6,3,1,1,1,40,0.0,0,0.70755845
73,0,6,0,4,0,0,40,0.0,0,0.70742065
44,0,4,1,2,0,1,60,1.0,0,0.7074084
33,2,3,3,0,1,1,40,0.0,0,0.70738655
67,3,2,1,3,1,1,40,1.0,0,0.7072908
29,2,3,1,0,1,1,50,0.0,0,0.70729285
47,2,4,0,3,1,1,60,1.0,0,0.7074195
22,2,7,0,0,1,0,40,0.0,0,0.7072838
43,2,1,0,5,1,1,35,0.0,0,0.7074105
37,2,1,1,2,1,1,39,1.0,0,0.7073723
18,2,6,3,4,0,1,8,0.0,0,0.70741636
31,2,3,1,0,1,1,65,0.0,0,0.70727295
41,3,7,1,0,1,1,50,1.0,0,0.70747024
47,2,3,0,4,1,0,32,0.0,0,0.7072257
34,2,3,1,5,1,1,40,0.0,0,0.7072379
47,2,3,1,0,1,1,40,1.0,0,0.70729333
54,0,3,1,0,1,1,40,0.0,0,0.70722336
55,2,3,1,4,1,1,40,0.0,0,0.7072788
48,2,7,0,2,1,0,20,0.0,0,0.70732594
63,3,3,1,5,1,1,40,0.0,0,0.7073382
52,2,6,1,0,1,1,40,0.0,0,0.70720273
26,2,3,1,2,0,1,40,0.0,0,0.7072885
60,2,7,0,0,1,1,47,0.0,0,0.7073302
34,3,7,3,0,1,1,60,0.0,0,0.7074499
43,3,5,1,2,0,1,99,1.0,0,0.70749384
43,2,3,0,5,1,0,40,0.0,0,0.707324
62,2,2,1,2,1,1,40,1.0,0,0.70732284
43,2,4,1,2,1,0,45,1.0,0,0.70731586
41,2,0,1,4,1,0,38,1.0,0,0.70737404
31,2,7,3,2,1,1,40,0.0,0,0.70743304
35,2,6,2,0,0,1,40,0.0,0,0.70741594
24,3,3,0,0,1,1,50,0.0,0,0.7073144
29,0,1,1,2,1,1,50,1.0,0,0.7074287
60,2,7,1,3,1,1,55,0.0,0,0.70738184
31,2,3,1,5,1,0,40,1.0,0,0.7072362
27,2,3,1,2,1,1,45,1.0,0,0.707291
24,2,7,3,3,1,0,15,0.0,0,0.70737684
19,2,7,3,0,1,1,55,0.0,0,0.70746017
41,0,1,1,5,1,1,50,1.0,0,0.70739484
22,2,0,3,0,1,1,50,0.0,0,0.7073008
37,2,1,0,5,1,1,40,0.0,0,0.70740885
61,2,6,1,0,1,1,40,0.0,0,0.70720106
18,2,7,3,3,1,0,25,0.0,0,0.7073304
47,0,7,0,2,1,0,40,0.0,0,0.7074293
34,2,3,1,4,1,0,65,0.0,0,0.7072477
47,2,3,1,0,1,1,40,1.0,0,0.70729333
36,3,2,1,2,1,1,35,0.0,0,0.70735896
65,2,1,1,4,1,1,20,0.0,0,0.70733553
44,2,1,1,2,0,1,50,1.0,0,0.7073913
17,2,6,3,3,1,0,12,0.0,0,0.707719
53,2,1,1,3,1,1,50,1.0,0,0.7073772
42,2,7,1,4,1,1,20,1.0,0,0.70729667
37,2,3,3,0,0,1,40,0.0,0,0.7074008
33,3,1,1,2,1,1,60,0.0,0,0.7074663
29,2,3,3,5,1,1,40,0.0,0,0.70752
29,2,3,0,4,1,0,45,0.0,0,0.70742595
38,3,7,1,0,1,1,38,0.0,0,0.7074495
70,2,6,1,0,1,1,32,0.0,0,0.70721555
47,2,3,1,0,1,1,48,0.0,0,0.70728534
20,3,7,3,0,1,1,10,0.0,0,0.70736635
33,2,1,1,5,1,1,60,1.0,0,0.7073292
33,2,3,1,4,1,1,40,0.0,0,0.70711476
57,0,3,0,5,1,0,40,0.0,0,0.7073822
39,3,1,1,5,1,1,40,1.0,0,0.7073724
27,2,6,3,5,1,0,45,0.0,0,0.70740956
26,2,4,3,2,0,1,20,0.0,0,0.7073926
38,3,7,1,0,1,0,15,0.0,0,0.7074357
34,3,0,3,0,1,1,50,0.0,0,0.70749927
56,0,1,1,2,1,1,40,1.0,0,0.70746404
25,2,3,1,0,1,1,40,0.0,0,0.7073057
62,0,3,1,4,1,1,40,0.0,0,0.70727205
39,0,7,0,2,1,0,45,0.0,0,0.70743054
38,2,3,3,2,1,1,40,0.0,0,0.7074548
51,3,3,3,3,1,1,40,0.0,0,0.70764244
22,1,7,3,1,1,1,72,0.0,0,0.70749176
33,0,2,1,2,0,1,50,0.0,0,0.7073927
50,3,7,1,5,1,1,50,1.0,0,0.70746154
46,2,6,1,4,0,1,37,0.0,0,0.70734346
37,0,3,1,0,1,1,40,0.0,0,0.707255
29,0,7,3,4,1,0,10,0.0,0,0.70735943
50,2,3,1,0,1,1,40,1.0,0,0.7072907
40,3,7,1,0,1,1,50,0.0,0,0.7074691
24,2,1,3,3,1,0,15,0.0,0,0.7073815
38,0,3,1,0,1,1,20,0.0,0,0.7072514
35,2,1,1,5,1,1,47,1.0,0,0.70733154
51,2,0,0,4,1,1,40,0.0,0,0.70741713
31,3,1,3,4,1,0,40,0.0,0,0.7074362
29,2,1,1,2,1,1,40,1.0,0,0.7073695
40,2,1,1,5,1,1,50,1.0,0,0.7073281
46,2,0,2,0,0,0,40,0.0,0,0.7073822
37,2,3,0,5,1,0,12,0.0,0,0.70709896
29,2,3,3,0,1,1,50,0.0,0,0.707392
61,2,3,1,0,1,1,40,1.0,0,0.7072889
31,2,3,3,4,1,0,40,0.0,0,0.7076868
20,1,7,3,1,1,0,40,0.0,0,0.7074811
37,2,4,2,5,1,1,60,1.0,0,0.70743924
72,1,6,4,1,1,0,20,0.0,0,0.7073415
41,0,3,0,2,0,0,40,0.0,0,0.70723194
55,0,7,3,5,1,1,40,0.0,0,0.7074526
27,2,7,3,0,0,1,40,0.0,0,0.70743054
53,0,7,3,4,1,0,40,0.0,0,0.7074062
46,2,1,1,5,1,1,35,1.0,0,0.7072907
35,0,3,3,4,1,1,40,0.0,0,0.70773697
45,0,4,0,2,1,0,55,0.0,0,0.70739037
41,0,2,1,2,1,1,50,1.0,0,0.7074211
36,2,3,1,0,1,1,40,1.0,0,0.7072951
62,3,4,0,2,1,0,32,0.0,0,0.7073624
25,1,3,1,1,1,0,4,0.0,0,0.7073008
47,2,6,3,4,1,0,40,0.0,0,0.7075132
45,1,3,2,1,1,0,10,0.0,0,0.7075469
55,2,3,1,3,1,1,40,0.0,0,0.70728934
58,2,3,1,0,1,1,20,0.0,0,0.7072692
48,2,6,1,4,1,0,40,0.0,0,0.7073521
22,3,3,3,4,1,1,40,0.0,0,0.70768595
64,3,3,1,0,1,1,45,1.0,0,0.7072546
52,3,4,1,5,0,1,40,0.0,0,0.7073469
32,2,1,1,5,0,0,40,1.0,0,0.7073225
60,2,3,1,4,1,0,40,1.0,0,0.70727414
54,2,4,1,2,0,1,40,1.0,0,0.7073139
50,0,6,3,4,1,1,40,0.0,0,0.70754635
31,2,3,3,4,1,1,50,0.0,0,0.7077041
45,2,3,0,5,0,0,40,0.0,0,0.70733404
27,0,3,1,0,1,1,40,0.0,0,0.70728034
36,2,3,1,5,1,1,50,1.0,0,0.7072342
38,2,6,1,3,1,1,50,0.0,0,0.7072606
57,2,4,1,2,1,0,40,0.0,0,0.7073136
52,0,7,2,5,1,0,40,0.0,0,0.7073178
53,2,5,3,2,1,0,40,0.0,0,0.7073822
36,2,6,2,4,0,0,35,0.0,0,0.707479
19,2,6,3,0,1,1,40,0.0,0,0.7072727
27,3,1,3,2,1,0,40,0.0,0,0.7074618
45,0,0,0,5,0,1,40,0.0,0,0.70738804
40,2,2,1,5,0,1,40,1.0,0,0.70726645
34,2,3,3,5,1,0,40,0.0,0,0.70750624
60,3,1,0,2,1,0,30,0.0,0,0.70742613
51,2,3,1,3,0,1,50,0.0,0,0.70725805
22,3,3,3,2,1,0,40,1.0,0,0.7076727
57,2,6,1,0,0,1,40,1.0,0,0.70720154
23,2,3,3,5,1,0,40,0.0,0,0.707462
50,2,0,1,0,1,1,45,0.0,0,0.70722836
32,2,7,1,2,1,1,38,1.0,0,0.70740676
46,2,1,3,3,1,1,40,0.0,0,0.7073922
21,1,7,3,1,1,0,40,0.0,0,0.70742995
21,2,6,2,3,0,0,38,0.0,0,0.7076435
31,2,1,1,5,1,1,40,0.0,0,0.70732343
22,2,3,3,3,1,1,55,0.0,0,0.70771646
34,2,6,0,0,1,1,40,0.0,0,0.7073391
37,2,6,1,4,1,1,40,0.0,0,0.7073325
18,2,6,3,3,1,1,15,0.0,0,0.7075562
47,2,0,1,0,1,1,40,0.0,0,0.70726705
53,0,4,1,2,1,1,36,1.0,0,0.7074265
32,3,1,1,4,0,1,50,1.0,0,0.7074623
48,2,7,3,5,1,0,40,1.0,0,0.7074519
45,0,4,1,2,1,1,50,1.0,0,0.7074188
34,3,1,1,3,0,1,55,0.0,0,0.70747364
19,1,3,3,1,0,1,30,0.0,0,0.7077664
30,2,3,1,0,1,1,40,0.0,0,0.70729965
38,2,1,3,3,1,0,45,1.0,0,0.70738715
49,3,6,1,4,1,1,70,0.0,0,0.7073829
37,2,3,1,5,1,1,50,1.0,0,0.7072358
25,2,3,0,5,1,1,40,0.0,0,0.70726043
49,2,6,1,0,0,1,42,1.0,0,0.7072013
37,0,1,3,2,1,0,45,0.0,0,0.70741534
22,0,0,3,4,1,1,20,0.0,0,0.70771164
42,2,4,3,2,1,0,50,1.0,0,0.7074185
28,3,7,1,5,1,0,30,1.0,0,0.7074029
48,2,7,0,5,1,0,40,0.0,0,0.70732766
34,2,3,1,0,1,1,40,0.0,0,0.7072956
22,2,7,3,0,1,1,30,0.0,0,0.7074434
33,2,6,3,0,0,1,60,0.0,0,0.7074278
40,2,3,0,5,1,1,40,0.0,0,0.70730513
24,2,3,3,5,1,1,40,0.0,0,0.7074719
59,2,3,1,0,1,1,40,1.0,0,0.7072911
41,2,7,1,5,1,1,50,1.0,0,0.7072861
47,3,7,1,3,1,1,80,0.0,0,0.7074851
34,2,1,3,4,1,1,40,0.0,0,0.7074211
34,2,7,2,4,0,0,37,0.0,0,0.7074813
21,2,7,3,0,1,1,30,0.0,0,0.7074377
71,3,1,1,5,1,1,60,1.0,0,0.70743567
30,3,1,1,3,1,1,70,0.0,0,0.70747995
48,0,4,2,2,1,1,60,0.0,0,0.7074271
45,2,3,1,0,1,1,40,0.0,0,0.7072958
47,3,3,1,0,1,1,45,1.0,0,0.7072219
30,2,7,1,2,0,0,5,1.0,0,0.7073781
34,2,1,3,5,1,1,50,0.0,0,0.7073925
37,2,7,0,5,1,0,40,1.0,0,0.7073516
61,2,3,1,5,1,0,5,0.0,0,0.70725924
19,0,7,3,3,1,0,16,0.0,0,0.7073162
53,2,1,0,5,1,1,70,0.0,0,0.7073432
51,2,3,1,0,1,1,40,0.0,0,0.7072912
39,2,3,1,0,1,1,40,0.0,0,0.70729595
43,2,1,1,0,1,1,48,1.0,0,0.7073698
40,1,3,3,1,1,0,4,0.0,0,0.70761275
42,0,3,0,5,0,0,40,0.0,0,0.7073319
51,3,3,1,0,1,1,60,0.0,0,0.7072091
43,3,5,1,2,1,1,40,1.0,0,0.70747244
30,2,7,3,0,1,0,40,0.0,0,0.70743024
21,2,3,3,0,1,1,40,0.0,0,0.70750004
20,2,6,1,0,1,1,40,0.0,0,0.70727795
28,2,1,1,2,1,1,45,0.0,0,0.7073691
50,2,3,1,0,1,1,15,0.0,0,0.7072669
60,2,1,1,5,1,1,35,1.0,0,0.7072817
37,2,3,0,3,1,0,40,0.0,0,0.7070418
49,2,6,1,4,0,0,16,0.0,0,0.70732397
47,2,1,3,3,0,1,60,1.0,0,0.7074491
28,2,3,3,5,1,1,40,0.0,0,0.70751745
22,2,7,3,3,1,0,20,0.0,0,0.7073978
32,0,7,3,5,0,0,40,0.0,0,0.7073975
33,2,3,1,0,1,1,40,0.0,0,0.7072967
23,2,3,3,0,1,1,40,0.0,0,0.70752615
25,2,7,3,5,1,0,45,0.0,0,0.707398
