age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,AL,AL_proba,GL,GL_proba,GD,GD_proba
37,3,5,1,2,1,1,50,1.0,1.0,0.14707118,1.0,0.1048547,0,0.57451266
29,2,3,1,0,1,1,40,0.0,0.0,0.84174097,0.0,0.76779634,0,0.57330436
57,2,0,4,2,1,0,40,0.0,0.0,0.807844,0.0,0.73138225,0,0.5772451
27,0,4,3,2,1,0,40,0.0,0.0,0.8799535,0.0,0.8894778,0,0.57397985
28,2,3,1,0,1,1,40,0.0,0.0,0.8482465,0.0,0.77687573,0,0.57329917
31,2,6,3,4,1,1,40,0.0,0.0,0.9958695,0.0,0.9903104,0,0.5781379
37,2,7,1,0,0,1,40,0.0,0.0,0.74244994,0.0,0.6772944,0,0.57325304
39,2,3,0,5,1,0,40,0.0,0.0,0.94757473,0.0,0.90969795,0,0.57274187
34,3,0,1,0,1,1,45,0.0,0.0,0.6355407,0.0,0.6724808,0,0.5757815
32,2,0,1,4,1,1,40,0.0,0.0,0.67723024,0.0,0.5715027,0,0.5771128
59,3,4,1,5,1,1,80,1.0,1.0,0.12546837,1.0,0.36249065,0,0.57302314
42,2,3,1,0,1,1,40,0.0,0.0,0.7577654,0.0,0.7150074,0,0.5733538
47,0,2,0,2,1,1,50,1.0,1.0,0.4581601,1.0,0.4381066,0,0.57528317
26,0,1,3,2,0,0,35,0.0,0.0,0.95943886,0.0,0.97879434,0,0.57340753
39,2,3,3,3,0,0,40,0.0,0.0,0.9863436,0.0,0.979259,0,0.5746189
37,2,3,3,4,1,0,35,1.0,0.0,0.99157524,0.0,0.9965162,0,0.5746509
33,2,4,1,4,1,1,15,0.0,0.0,0.5829953,0.0,0.9194913,0,0.57494855
45,2,7,1,0,1,1,40,1.0,0.0,0.6205249,0.0,0.6296028,0,0.5732632
62,1,3,1,1,1,1,18,0.0,0.0,0.78162277,0.0,0.9057534,0,0.5770015
58,0,6,1,0,1,1,40,0.0,0.0,0.8674948,0.0,0.85615796,0,0.57297
50,3,3,1,5,1,1,32,0.0,0.0,0.6574516,0.0,0.50748175,0,0.57356936
26,2,1,3,3,0,1,20,0.0,0.0,0.98341024,0.0,0.9983884,0,0.5738454
41,0,3,1,0,1,1,40,1.0,0.0,0.69466496,0.0,0.7691462,0,0.5731525
36,2,7,3,4,0,0,40,0.0,0.0,0.97984755,0.0,0.9779743,0,0.57442284
47,1,3,2,1,0,0,32,0.0,0.0,0.97879577,0.0,0.88367695,0,0.5759947
48,0,1,0,2,1,0,60,0.0,0.0,0.7482471,0.0,0.6183076,0,0.57302094
63,3,3,1,0,1,1,45,0.0,0.0,0.63785195,0.0,0.72598493,0,0.5728369
31,2,6,3,4,1,0,20,0.0,0.0,0.99874496,0.0,0.99927455,0,0.57732636
23,2,7,3,5,1,1,20,0.0,0.0,0.99274415,0.0,0.9977369,0,0.57895017
36,2,6,1,0,1,1,40,0.0,0.0,0.9083059,0.0,0.91146004,0,0.5733724
27,2,3,3,0,0,1,40,0.0,0.0,0.98945004,0.0,0.9956602,0,0.57378095
24,2,3,3,4,1,1,35,0.0,0.0,0.9956192,0.0,0.9975856,0,0.5751517
41,3,3,1,3,1,0,40,0.0,0.0,0.80774,0.0,0.68102276,0,0.5727841
25,2,3,3,0,1,0,40,0.0,0.0,0.9908696,0.0,0.9964932,0,0.5738002
55,2,3,1,0,1,1,40,1.0,0.0,0.6851711,0.0,0.7070271,0,0.5733859
51,2,4,1,5,1,1,50,1.0,1.0,0.09513277,1.0,0.16232961,0,0.5737833
20,2,7,3,2,1,0,40,0.0,0.0,0.98359865,0.0,0.95851225,0,0.5739146
19,2,3,3,4,1,0,40,0.0,0.0,0.9954353,0.0,0.99663234,0,0.5746977
42,3,3,0,0,1,1,40,0.0,0.0,0.95997494,0.0,0.95111084,0,0.5727781
36,2,1,3,5,0,0,40,0.0,0.0,0.89855504,0.0,0.93464,0,0.57431597
46,2,3,1,4,1,1,50,0.0,0.0,0.5685077,1.0,0.4748835,0,0.57389605
19,1,3,3,1,1,1,30,0.0,0.0,0.99807966,0.0,0.99617535,0,0.58022887
22,2,7,3,4,0,0,32,0.0,0.0,0.9956833,0.0,0.99238575,0,0.5756282
33,0,3,0,5,1,0,40,0.0,0.0,0.95720416,0.0,0.951081,0,0.5726017
20,2,3,3,0,1,1,40,0.0,0.0,0.9949618,0.0,0.9984425,0,0.5742158
44,2,7,1,5,1,0,45,1.0,1.0,0.4710083,1.0,0.2703166,0,0.57343847
39,2,1,3,5,0,0,35,0.0,0.0,0.9276782,0.0,0.9895908,0,0.57379365
62,2,0,0,4,1,1,40,0.0,0.0,0.8473921,0.0,0.9330075,0,0.57626116
55,2,1,1,5,1,1,42,1.0,1.0,0.14774424,1.0,0.2432276,0,0.57336676
24,1,1,3,1,1,1,40,0.0,0.0,0.974021,0.0,0.94446325,0,0.5793416
34,2,6,3,4,0,1,40,0.0,0.0,0.99562,0.0,0.9883624,0,0.5781146
38,3,4,1,2,0,1,60,1.0,1.0,0.2697711,1.0,0.10988176,0,0.5733553
51,2,6,1,0,1,1,40,0.0,0.0,0.8669904,0.0,0.8789647,0,0.5731852
42,2,4,3,5,1,1,45,1.0,0.0,0.59156984,0.0,0.83467114,0,0.57418895
17,1,6,3,1,0,1,20,0.0,0.0,0.99999076,0.0,0.9995187,0,0.5791092
26,1,1,3,1,1,0,80,0.0,0.0,0.93975043,0.0,0.5206096,0,0.5741237
31,3,6,1,0,1,1,40,0.0,0.0,0.9375442,0.0,0.8607696,0,0.57277644
52,2,0,0,4,1,0,40,0.0,0.0,0.9381846,0.0,0.9322203,0,0.57606864
53,2,4,1,5,1,1,55,1.0,1.0,0.08510703,1.0,0.21942782,0,0.57387215
29,2,1,1,3,1,1,40,1.0,1.0,0.4495715,1.0,0.44846535,0,0.5733768
67,1,3,4,1,1,0,8,0.0,0.0,0.9816258,0.0,0.9597689,0,0.5801783
20,3,3,0,3,1,0,30,0.0,0.0,0.99289715,0.0,0.9400447,0,0.5733049
31,2,3,3,0,1,1,40,1.0,0.0,0.98482156,0.0,0.99380684,0,0.57376397
31,2,7,3,5,0,0,35,0.0,0.0,0.98435533,0.0,0.9907079,0,0.5766156
42,0,7,1,5,1,0,40,0.0,0.0,0.60859257,1.0,0.39606088,0,0.57323337
23,2,0,1,0,1,0,30,0.0,0.0,0.8559071,0.0,0.84186894,0,0.5754502
24,2,7,3,3,1,1,20,0.0,0.0,0.99575657,0.0,0.99969274,0,0.5782104
18,0,3,3,4,1,1,60,0.0,0.0,0.9826584,0.0,0.966832,0,0.57391924
23,2,3,3,0,1,1,40,0.0,0.0,0.99215794,0.0,0.9973047,0,0.5738654
57,0,2,0,2,1,1,60,1.0,1.0,0.39422178,1.0,0.49724567,0,0.5752683
34,2,2,1,2,1,1,60,1.0,1.0,0.13600117,1.0,0.22080082,0,0.5760468
44,2,7,1,0,1,1,40,1.0,0.0,0.62770855,0.0,0.63422716,0,0.5732639
22,2,0,3,2,1,1,30,0.0,0.0,0.9789494,0.0,0.97631615,0,0.5771054
52,2,7,1,5,1,1,45,1.0,1.0,0.27483422,1.0,0.2583397,0,0.5734983
47,2,3,0,0,1,0,43,0.0,0.0,0.94076,0.0,0.8448701,0,0.57308984
24,2,7,3,0,1,1,50,0.0,0.0,0.97075176,0.0,0.968417,0,0.5739917
36,0,7,0,5,1,0,65,0.0,0.0,0.86550975,0.0,0.89172417,0,0.572658
32,3,7,0,4,1,0,35,0.0,0.0,0.97542197,0.0,0.9817172,0,0.57315767
70,3,7,1,5,1,1,30,0.0,1.0,0.44724828,1.0,0.3875097,0,0.5738671
31,2,3,3,3,1,1,48,0.0,0.0,0.9642815,0.0,0.9650196,0,0.5750171
52,2,7,1,5,1,1,55,1.0,1.0,0.22262818,1.0,0.34094888,0,0.5735927
40,2,1,3,3,1,0,45,0.0,0.0,0.90375125,0.0,0.7275882,0,0.5747097
61,1,6,1,1,1,1,40,1.0,0.0,0.9037962,0.0,0.9757295,0,0.57633495
50,0,1,1,5,1,1,40,1.0,1.0,0.30059087,1.0,0.35609752,0,0.5734147
53,2,7,1,5,1,1,50,1.0,1.0,0.23991048,1.0,0.28259766,0,0.5736391
36,2,3,3,4,1,1,40,0.0,0.0,0.98090893,0.0,0.9971974,0,0.574149
57,2,7,3,0,1,1,42,0.0,0.0,0.91538566,0.0,0.9077861,0,0.57358044
28,2,3,1,4,1,1,40,0.0,0.0,0.82896805,0.0,0.8743255,0,0.5730569
49,2,1,1,5,1,1,40,1.0,1.0,0.2106229,1.0,0.38902092,0,0.5734003
33,2,6,3,0,0,1,40,0.0,0.0,0.99395996,0.0,0.9859338,0,0.5757168
39,3,2,0,5,0,1,40,0.0,0.0,0.68077743,0.0,0.86762387,0,0.5746459
62,2,6,4,0,1,0,40,0.0,0.0,0.9822477,0.0,0.9850199,0,0.57470196
54,2,6,1,4,0,0,40,1.0,0.0,0.9164744,0.0,0.9568392,0,0.5758138
46,2,3,1,0,1,1,35,0.0,0.0,0.81912494,0.0,0.7894497,0,0.5731929
42,0,7,1,0,1,1,40,1.0,0.0,0.61558104,0.0,0.7613408,0,0.5730577
24,2,1,3,3,1,1,40,0.0,0.0,0.9467822,0.0,0.9389317,0,0.57386863
52,2,2,1,5,1,1,57,1.0,1.0,0.061744332,1.0,0.15075225,0,0.57544947
44,2,3,3,5,1,0,43,0.0,0.0,0.9546745,0.0,0.9658881,0,0.5754732
41,3,7,0,0,1,0,40,0.0,0.0,0.94247603,0.0,0.955522,0,0.5726522
19,2,3,3,0,1,1,30,0.0,0.0,0.9983356,0.0,0.9997177,0,0.5757694
69,0,3,1,4,1,1,40,0.0,0.0,0.5321913,0.0,0.87886125,0,0.5731455
59,0,6,4,4,0,0,30,0.0,0.0,0.984728,0.0,0.987422,0,0.57834965
31,2,3,1,3,1,1,50,1.0,0.0,0.5950626,0.0,0.51790726,0,0.5730722
21,2,7,3,5,1,0,40,0.0,0.0,0.98443395,0.0,0.990972,0,0.5764138
55,2,7,1,4,0,1,40,1.0,0.0,0.5689771,1.0,0.48934716,0,0.57342243
45,2,3,1,5,0,1,40,1.0,0.0,0.59388053,0.0,0.63406086,0,0.5731477
26,2,3,1,0,1,1,50,0.0,0.0,0.77519834,0.0,0.78754187,0,0.57341135
48,0,4,1,2,1,0,40,1.0,1.0,0.23313826,1.0,0.17485654,0,0.57327205
43,2,0,1,5,1,1,48,1.0,1.0,0.29324168,1.0,0.29536152,0,0.57679605
42,2,4,1,2,1,1,50,1.0,1.0,0.15827239,1.0,0.23458749,0,0.574258
32,2,3,1,0,0,1,40,0.0,0.0,0.8614187,0.0,0.74735403,0,0.57332027
31,2,1,1,0,0,1,36,0.0,0.0,0.66553605,0.0,0.6217687,0,0.5734253
57,2,3,1,0,1,1,40,0.0,0.0,0.6766882,0.0,0.7072348,0,0.57339036
38,2,7,1,3,1,0,40,1.0,0.0,0.73773116,0.0,0.5424006,0,0.57346123
39,0,1,0,5,1,0,35,0.0,0.0,0.89485246,0.0,0.8815385,0,0.5730974
51,2,1,1,5,1,1,55,0.0,1.0,0.13067484,1.0,0.26961714,0,0.57326066
35,0,7,1,4,1,1,40,0.0,0.0,0.6167525,0.0,0.5890259,0,0.5736103
25,2,7,3,4,1,0,40,0.0,0.0,0.9859238,0.0,0.9891263,0,0.574761
31,2,1,3,2,0,0,40,0.0,0.0,0.9028119,0.0,0.8755008,0,0.57392544
43,2,6,0,0,1,0,40,0.0,0.0,0.9897994,0.0,0.94294953,0,0.5725515
38,0,1,1,5,1,1,40,1.0,1.0,0.35903382,0.0,0.5043633,0,0.5734719
64,3,3,1,5,1,1,45,1.0,1.0,0.42908406,0.0,0.5468495,0,0.57304
45,3,1,1,5,1,1,51,0.0,1.0,0.22537857,1.0,0.40369648,0,0.57332
48,3,0,1,4,1,0,15,0.0,0.0,0.8087533,0.0,0.8482977,0,0.5774331
25,2,1,3,2,1,1,40,0.0,0.0,0.8965598,0.0,0.8792759,0,0.5738287
38,0,1,1,2,1,0,20,1.0,1.0,0.47700542,1.0,0.49389452,0,0.5737029
38,2,1,1,4,1,1,35,0.0,0.0,0.5404012,1.0,0.41512692,0,0.5732582
24,2,0,3,5,1,1,40,0.0,0.0,0.95673114,0.0,0.9770552,0,0.578407
45,2,3,0,5,1,0,46,0.0,0.0,0.91112316,0.0,0.7981942,0,0.5729094
51,2,3,1,4,1,1,50,1.0,0.0,0.5367531,1.0,0.47332972,0,0.5739001
22,2,3,3,0,1,1,35,0.0,0.0,0.99654335,0.0,0.99931204,0,0.57472646
44,2,3,2,5,1,0,40,0.0,0.0,0.9353696,0.0,0.7049928,0,0.5730492
50,2,3,1,0,1,1,40,1.0,0.0,0.71051407,0.0,0.70767134,0,0.5733739
47,0,7,3,4,0,1,40,0.0,0.0,0.9459959,0.0,0.9535306,0,0.5749333
24,2,4,3,5,1,1,56,0.0,0.0,0.7676421,0.0,0.89914066,0,0.57482326
44,2,3,1,0,1,1,41,0.0,0.0,0.67819726,0.0,0.66530704,0,0.573501
23,0,3,3,4,1,0,40,0.0,0.0,0.9905468,0.0,0.9920956,0,0.57518953
32,2,1,1,0,1,1,40,1.0,1.0,0.49489987,0.0,0.6659969,0,0.57333857
27,3,7,1,5,1,1,40,0.0,0.0,0.66361856,0.0,0.589723,0,0.5737769
35,2,3,1,4,0,0,20,0.0,0.0,0.91171056,0.0,0.7659005,0,0.5735482
24,2,6,1,3,1,1,40,0.0,0.0,0.93603104,0.0,0.84712994,0,0.57477343
27,2,3,1,0,1,1,40,0.0,0.0,0.8554741,0.0,0.7875568,0,0.57329386
61,0,5,1,2,1,1,50,1.0,1.0,0.107028544,1.0,0.15393376,0,0.574689
35,0,1,1,2,1,1,50,0.0,1.0,0.29451424,1.0,0.30338454,0,0.5732545
27,2,1,3,2,1,0,20,0.0,0.0,0.95797473,0.0,0.9876224,0,0.57345265
43,2,1,1,2,1,1,40,1.0,1.0,0.27392626,1.0,0.29525942,0,0.5735586
26,2,3,3,5,0,1,40,0.0,0.0,0.98310417,0.0,0.9949382,0,0.57436234
32,2,6,1,0,1,1,40,1.0,0.0,0.9221575,0.0,0.92922384,0,0.57349956
45,2,6,1,4,1,0,32,0.0,0.0,0.9475851,0.0,0.94834876,0,0.57638997
51,2,3,1,5,0,0,38,0.0,0.0,0.7180829,0.0,0.7380918,0,0.573091
41,3,0,0,3,1,1,60,0.0,0.0,0.7890562,0.0,0.83839095,0,0.57486296
43,3,1,1,2,1,1,21,0.0,1.0,0.4653681,1.0,0.1745004,0,0.57329625
34,0,1,3,2,1,1,48,0.0,0.0,0.8228333,0.0,0.796775,0,0.57371575
17,2,6,3,4,1,1,48,0.0,0.0,0.9999593,0.0,0.99560684,0,0.57777774
50,3,4,1,2,1,0,40,1.0,1.0,0.205428,1.0,0.28855562,0,0.57331157
20,1,6,3,1,1,1,40,0.0,0.0,0.99856275,0.0,0.9996704,0,0.57935023
73,0,6,0,4,0,0,40,0.0,0.0,0.9757304,0.0,0.9962104,0,0.5739512
44,0,4,1,2,0,1,60,1.0,1.0,0.21642423,1.0,0.21015763,0,0.5739456
