Unnamed: 0,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf,full_linear,full_net,unaware_linear,unaware_net,level2_lin_True,level2_lin_False,level3_lin_True,level3_lin_False
7244,1.0,0.0,-0.748572851217716,1.3667127136775734,NG,-0.45963829005931384,0.7744047619050001,1.0,0.03749499907638354,1.4919662,-0.0123648295008822,0.30431738,0.00361994,-0.03252852,-0.29605007,-0.16930108
23535,1.0,0.0,0.5620257608463324,0.8822389429837376,NG,0.8493638221751543,0.842857142857,1.0,0.2182784275725217,0.26664123,0.24307225794649223,0.39213786,0.032489132,1.5800107,-0.055064075,-0.0286396
26437,1.0,1.0,0.7492541339983393,1.1244758283306562,SE,-0.6327294784539541,0.864880952381,1.0,0.3040337185089921,-0.2748037,0.3173964946644796,0.54363406,0.024404239,0.49815375,-0.19300404,-0.3419178
224,1.0,1.0,-0.748572851217716,-0.8134192544446902,SE,0.5897270395831935,0.68869047619,1.0,-0.14730558969613794,-0.6213739,-0.27719739907941937,-0.5889228,-0.00570763,-0.558259,0.74666137,0.3908617
5045,1.0,1.0,1.4981676266063668,1.3667127136775734,GL,0.17863546714592268,0.9244047619050001,1.0,0.45832388388377354,-0.6139723,0.5264159183435831,0.55398726,0.005824418,1.3933873,0.29024747,0.19814801
13439,0.0,0.0,-2.433628209585778,0.15552828694298237,NE,-1.498185420427156,0.614285714286,1.0,-1.1257647812413767,3.1012902,-0.5635795957056409,0.22826126,0.047741123,-0.12458259,-0.54943067,0.3347228
10529,1.0,1.0,0.3747973876943254,-1.5401299104854445,FW,-0.5245474857073039,0.7351190476189999,1.0,-0.0229395747256409,-2.5557795,-0.09608454835003236,-1.4010625,-0.2578406,0.073182195,-0.8923993,0.15313235
8990,1.0,1.0,-0.1868877317616953,0.6400020576368192,GL,0.8277274236258242,0.7833333333329999,1.0,0.09332613960856939,0.05242431,0.034052834267388456,-0.1219559,0.026457075,0.30716795,-0.058441497,-0.22739507
15182,1.0,1.0,-0.3741161049137022,-0.3289454837508534,GL,-1.2818214349338557,0.732738095238,0.0,-0.03447076264485538,-0.54645884,-0.12854892564344458,-0.40644372,-0.06830853,0.2847221,0.073449574,-0.29182827
14167,1.0,1.0,0.18756901454231853,0.6400020576368192,FW,0.9683640141964694,0.808333333333,1.0,0.15857464084132955,-0.19179127,0.12384962557479935,0.09569374,0.02313678,0.3918036,0.024273165,0.049736194
24369,0.0,0.0,-1.4974863438257437,0.8822389429837376,MW,-0.3947290944113236,0.7053571428569999,1.0,-0.8912640394316927,2.8714871,-0.2508100942442678,0.38587758,0.05437223,0.49879372,-0.161666,-0.38696152
3065,1.0,1.0,1.4981676266063668,0.8822389429837376,MS,1.5525467750283808,0.905357142857,1.0,0.41073755806525125,-1.1097722,0.4675642362150194,0.39450756,0.0685267,0.8491476,-0.055987217,0.17993592
22807,1.0,0.0,-0.1868877317616953,1.1244758283306562,GL,-0.9464572574192399,0.802380952381,1.0,0.11157458801626274,0.92116,0.09290451639595235,0.14496338,0.012319089,1.3980323,0.5836053,0.37789333
11529,1.0,1.0,0.3747973876943254,0.6400020576368192,FW,0.21109006496991778,0.8208333333329999,1.0,0.19119889145770963,-0.33091784,0.1687480212285048,0.21827275,0.041832093,0.116393834,0.030496918,0.6018741
9405,1.0,1.0,0.5620257608463324,-0.08670859840393498,NE,0.8601820214498191,0.804761904762,1.0,0.15244365334630616,-1.0109017,0.1253688936893646,0.05600965,-0.053674445,-0.14118493,-0.37603623,-0.15535979
10545,1.0,1.0,-0.1868877317616953,0.6400020576368192,MW,0.6005452388578586,0.7833333333329999,1.0,0.09332613960856939,0.05242431,0.034052834267388456,-0.1219559,0.040309638,1.3160425,1.468284,0.33127046
7983,1.0,0.0,-0.6549586646417126,0.6400020576368192,NG,0.048817075849942396,0.7520833333329999,1.0,-0.017572364343209856,1.0931691,-0.07819315486687518,-0.05617684,0.020653397,0.33806002,-0.18551484,-0.73591685
11386,1.0,1.0,-0.5613444780657091,1.1244758283306562,SE,-0.557002083531299,0.777380952381,1.0,0.07566396419433175,0.5912403,0.0031077250885414485,0.16125801,-0.00332003,0.9446852,-0.36329773,-0.937158
2955,1.0,1.0,2.0598527460623877,0.39776517228990077,NE,0.7952728258018291,0.9238095238099999,1.0,0.461023984095869,-2.2554498,0.5434077410475718,0.12485734,0.05821448,0.58264416,0.13507745,0.06599638
6365,1.0,1.0,1.31093925345436,0.8822389429837376,SC,0.3625448548152281,0.8928571428569999,1.0,0.37811330744887117,-0.9080944,0.422665840561314,0.4314929,0.055376522,-0.016008794,-0.51017416,0.30882323
13905,1.0,1.0,-2.433628209585778,-0.08670859840393498,MW,-0.7625478697499345,0.604761904762,0.0,-0.3695443565157749,1.1568923,-0.5930054367699227,0.05267197,0.025579557,0.1458827,-0.6654759,0.47376484
12157,1.0,1.0,-1.12302959752173,-1.2978930251385261,NE,-1.8876405943150971,0.644642857143,0.0,-0.2601404167474204,-0.67857283,-0.425845872515394,-0.9415157,-0.17559983,-0.79136574,0.11903728,0.34473127
20225,1.0,0.0,0.5620257608463324,1.3667127136775734,MS,1.0981824054924496,0.8619047619050001,1.0,0.2658647533910441,0.4996132,0.30192394007505596,0.6679044,0.45493653,1.3948424,-0.03634853,0.023942694
15123,1.0,0.0,-1.4974863438257437,0.15552828694298237,GL,-0.124274112544698,0.676785714286,1.0,-0.21196781793544262,1.3973696,-0.3390876174371136,-0.048868075,-0.15081403,1.8266659,0.07477488,0.4304183
13626,1.0,1.0,-0.1868877317616953,-0.3289454837508534,MS,0.1353626700472626,0.745238095238,1.0,-0.0018465120284753,-0.6386199,-0.08365052998973917,-0.3534121,0.026722234,-0.04554349,2.2200685,0.214897
8728,1.0,0.0,0.5620257608463324,-0.5711823690977719,FW,2.2665479271562727,0.785714285714,1.0,0.0755194501169546,-1.1013161,0.06651721156080072,-0.21171246,-0.033638123,-0.34674472,-0.26340184,-0.09704934
5081,1.0,0.0,1.8726243729103806,1.8511864843714103,NE,0.05963527512460743,0.968452380952,1.0,0.5418208335242269,-0.0860295,0.6750643917795579,0.79846215,-0.012228644,1.7082094,-0.9687691,0.30364618
21995,1.0,0.0,-1.778328903553754,-0.3289454837508534,FW,-1.0113664530672302,0.638988095238,1.0,-0.30849051967853497,1.1956792,-0.4652868930462355,-0.30648562,-0.12403002,-0.45732665,-0.116714664,0.42664105
11301,1.0,1.0,0.18756901454231853,-0.08670859840393498,SE,-0.5678202828059641,0.779761904762,1.0,0.08719515211354611,-0.60865164,0.035572102381953685,-0.08030872,0.057157166,-0.47075522,0.25641787,0.41764194
26744,1.0,1.0,1.4981676266063668,-0.5711823690977719,FW,0.45990864828721323,0.848214285714,1.0,0.26797858060968416,-2.540566,0.29100918982932794,-0.14809635,-0.14301275,0.14352259,-0.3668886,0.3273183
20478,1.0,1.0,0.7492541339983393,1.1244758283306562,Mt,1.0224550105697947,0.864880952381,1.0,0.3040337185089921,-0.2748037,0.3173964946644796,0.54363406,0.015323327,0.605592,-0.71835154,0.23557486
8934,0.0,0.0,-2.433628209585778,0.39776517228990077,GL,-0.557002083531299,0.6238095238100001,1.0,-1.1019716183321155,3.2321424,-0.534153754641359,0.441534,-0.011861793,2.2650437,-0.5645305,0.04913889
17476,1.0,0.0,1.6853959997583738,1.8511864843714103,Mt,0.773636427252499,0.955952380952,1.0,0.5091965829078469,0.021253645,0.6301659961258524,0.84163165,-0.01252675,2.8167233,-0.675727,0.2408291
47,1.0,1.0,-0.1868877317616953,-1.7823667958323628,MS,-1.3467306305818458,0.688095238095,0.0,-0.1446054894840424,-2.202948,-0.2602055763754306,-1.714094,-0.277775,-0.7611967,0.028392814,-0.11286186
23757,1.0,1.0,0.3747973876943254,0.8822389429837376,GL,1.585001372852376,0.8303571428569999,1.0,0.21499205436697089,-0.1727671,0.19817386229278675,0.3177906,0.010490959,1.922476,0.46866074,-0.037751004
25635,1.0,1.0,0.9364825071503462,-0.08670859840393498,NE,1.4876375793803907,0.829761904762,1.0,0.21769215457906632,-1.4533594,0.2151656849967755,0.11328158,0.0030356338,-0.6338408,0.045587935,-0.25784296
4025,1.0,1.0,-0.3741161049137022,0.6400020576368192,NE,0.027180677300612358,0.770833333333,1.0,0.06070188899218931,0.15419403,-0.01084556138631699,-0.122180864,0.05104021,0.2508114,-0.23267746,-0.09028494
22235,1.0,1.0,-1.8719430901297576,-2.0246036811792814,SE,-1.1952758407365354,0.566071428571,1.0,-0.4620169079407242,-0.15203843,-0.6937169783230617,-1.3876506,-0.070076324,-1.285454,0.74226403,0.47541726
8615,1.0,1.0,-1.8719430901297576,-1.2978930251385261,FW,0.17863546714592268,0.594642857143,0.0,-0.3906374192129406,0.032594383,-0.6054394551302159,-0.6530092,-0.45083883,-0.41539705,-0.63270414,0.122210264
23771,1.0,1.0,0.9364825071503462,-0.3289454837508534,GL,1.3794555866337403,0.820238095238,1.0,0.19389899166980507,-1.6752152,0.18573984393249357,0.008525193,0.069751315,0.38038665,2.187831,-0.060119644
1521,1.0,1.0,-0.1868877317616953,-0.5711823690977719,GL,-0.6976386741019444,0.735714285714,1.0,-0.025639674937736445,-0.8935337,-0.1130763710540211,-0.46967962,-0.2708841,0.028046012,0.38387507,0.07994201
16298,1.0,1.0,1.8726243729103806,0.8822389429837376,GL,-1.1195484458138802,0.9303571428569999,1.0,0.4759860592980114,-1.5131276,0.5573610275224303,0.3205367,0.03028519,1.1333834,-0.33512738,-0.037183434
16074,1.0,0.0,-1.2166437840977333,-0.8134192544446902,SE,-0.557002083531299,0.6574404761899999,1.0,-0.2582040936479171,0.47092876,-0.38944338821368296,-0.48736668,0.017170899,-0.5610486,-0.6403943,-0.18191351
20384,1.0,0.0,-1.0294154109457263,0.6400020576368192,MW,0.8060910250764941,0.7270833333329999,1.0,-0.0828208655759699,1.4261932,-0.16798994617428603,0.056043446,0.040727325,-0.11289084,-0.39859018,-0.78052235
18183,0.0,1.0,-1.4974863438257437,-0.5711823690977719,SC,-0.20000150746735318,0.648214285714,1.0,-1.0046851394764307,1.4971223,-0.4273651406299593,-0.3649537,0.061720237,-1.632978,-0.29085556,0.099669084
22898,1.0,1.0,-0.6549586646417126,-0.08670859840393498,GL,-1.1195484458138802,0.723511904762,1.0,-0.05961397566016424,-0.110606074,-0.16647067805972085,-0.23329343,0.063668616,-0.34890485,0.29781628,0.2705486
6682,1.0,1.0,-0.9358012243697229,-0.3289454837508534,SC,-0.557002083531299,0.695238095238,1.0,-0.1323435144939955,-0.05528176,-0.26324411260456093,-0.33845547,-0.04259881,-0.17525488,1.3576351,0.28227353
23803,1.0,0.0,-0.1868877317616953,1.1244758283306562,GL,-0.21081970674201822,0.802380952381,1.0,0.11157458801626274,0.92116,0.09290451639595235,0.14496338,-0.0003745025,1.0917228,0.40692368,0.2520957
808,1.0,1.0,1.4981676266063668,1.3667127136775734,MS,-1.5739128153498114,0.9244047619050001,0.0,0.45832388388377354,-0.6139723,0.5264159183435831,0.55398726,0.039480254,0.87624097,-0.15456137,0.22974
11764,1.0,0.0,-0.5613444780657091,0.8822389429837376,GL,0.3409084562658981,0.7678571428569999,1.0,0.02253292387424133,1.1149647,-0.026318115975740516,0.044232994,0.0152805755,0.58969736,0.029863305,0.06852137
10520,1.0,0.0,-0.1868877317616953,1.6089495990244918,FW,0.33009025699123307,0.821428571429,0.0,0.15916091383478503,1.1513095,0.15175619852451605,0.36908564,0.025046993,2.128836,-0.5812132,-0.35385293
6770,1.0,0.0,0.18756901454231853,-1.0556561397916087,SC,-1.1411848443632102,0.7416666666670001,1.0,-0.03731537693432785,-1.2568703,-0.08213126187517407,-0.9044565,0.013295417,-0.84771204,-0.88785857,0.37901968
8382,1.0,1.0,0.3747973876943254,-0.3289454837508534,GL,1.8121835576203413,0.782738095238,1.0,0.09602623982066494,-1.0571984,0.051044656971377195,-0.13229775,0.07000324,-0.6862411,0.37740728,0.39190805
21147,1.0,1.0,-0.748572851217716,1.3667127136775734,NE,-0.3081835002140035,0.7744047619050001,0.0,0.0668328764872127,0.82802176,-0.0123648295008822,0.30431738,0.012351134,2.8428667,3.8343513,-0.5472175
19131,1.0,0.0,1.123710880302353,-0.8134192544446902,NG,0.07045347439927244,0.81369047619,1.0,0.1495990390568337,-1.9368029,0.1717865574576351,-0.26967022,0.01084358,-0.63902915,0.2710283,-0.20916976
16820,1.0,0.0,-0.46773029148970563,-0.8134192544446902,NE,-0.016092119798047748,0.7074404761900001,1.0,-0.12770709118239687,-0.15214399,-0.20984980559886118,-0.6479242,0.04484263,-1.0806285,0.57782495,0.4324516
4497,1.0,0.0,0.5620257608463324,-0.3289454837508534,SE,-0.546183884256634,0.795238095238,1.0,0.09931261302621586,-0.8119526,0.09594305262508267,-0.069005534,0.06508908,-0.47534144,0.3053036,0.253725
1311,1.0,1.0,0.0003406413903116171,0.8822389429837376,GL,1.5092739779297206,0.8053571428569999,1.0,0.14974355313421073,0.06370422,0.10837707098537583,0.102538645,0.057834722,1.5917063,-0.104392536,0.45219338
10853,1.0,1.0,-0.3741161049137022,0.6400020576368192,NE,0.6546362352311837,0.770833333333,1.0,0.06070188899218931,0.15419403,-0.01084556138631699,-0.122180864,0.035908565,1.4673387,0.13411659,-0.06481688
10346,1.0,0.0,-0.3741161049137022,1.1244758283306562,Mt,-1.6171856124484716,0.7898809523810001,1.0,0.07895033739988266,1.0560212,0.04800612074224691,0.12194863,0.0049877325,1.8462481,0.30884078,0.03403741
496,1.0,1.0,0.18756901454231853,-2.0246036811792814,MS,1.3361827895350802,0.703571428571,1.0,-0.10315015116054349,-2.7327962,-0.19983462613230166,-1.9346561,-0.55770993,-1.3703272,-0.49649933,0.5029763
23095,1.0,1.0,0.0003406413903116171,0.6400020576368192,MW,-0.5137292864326388,0.795833333333,1.0,0.12595039022494947,-0.0802104,0.0789512299210939,-0.026787966,0.061316334,0.6976507,-0.6751362,-0.45987332
3582,1.0,1.0,-0.1868877317616953,0.15552828694298237,MW,1.22800079678843,0.764285714286,1.0,0.04573981379004699,-0.21682692,-0.024798847861175415,-0.24859677,0.014791348,0.20840627,-0.08770514,0.0556355
14374,1.0,0.0,-1.12302959752173,-0.3289454837508534,NE,-0.546183884256634,0.682738095238,0.0,-0.19430564252120475,0.76377904,-0.30814250825826645,-0.35094848,-0.0717025,-0.5013843,0.2763724,-0.0018325001
19627,0.0,0.0,-3.55699844849782,-0.5711823690977719,SC,-0.20000150746735318,0.510714285714,0.0,-1.3928897736674406,3.5586236,-0.9212474928207193,0.12549359,-0.1676511,1.0512856,2.7162342,-0.8134686
12384,1.0,1.0,-0.9358012243697229,-0.08670859840393498,GL,1.0873642062177846,0.704761904762,1.0,-0.10855035158473425,0.08952519,-0.233818271540279,-0.26029682,0.018597703,0.579455,1.0683275,0.041792527
26126,1.0,1.0,-1.12302959752173,1.1244758283306562,GL,-0.9464572574192399,0.739880952381,1.0,-0.022208787654808493,0.95432806,-0.13158746187257492,0.35936198,0.0045109773,0.20193632,-0.27997097,-1.2483221
27327,1.0,1.0,-0.3741161049137022,0.6400020576368192,NE,0.8060910250764941,0.770833333333,1.0,0.06070188899218931,0.15419403,-0.01084556138631699,-0.122180864,0.042221177,1.6219162,0.07582245,-0.10605447
14437,1.0,1.0,-1.0294154109457263,-1.0556561397916087,NE,-0.4920928878833088,0.6604166666669999,1.0,-0.22003512852996915,-0.5502528,-0.3739708336242595,-0.7277093,0.07057554,-0.69338655,1.7106847,-0.3998611
23520,1.0,0.0,-0.3741161049137022,0.15552828694298237,NE,-1.5522764168004812,0.7517857142859999,1.0,-0.01622231423716214,0.5273783,-0.06969724351488087,-0.23881312,0.04648178,-0.5997165,0.14266294,0.1344267
22374,1.0,0.0,-0.748572851217716,-0.5711823690977719,SC,0.1029080722232675,0.698214285714,1.0,-0.15285030419770584,0.29923925,-0.24777155801513742,-0.4917458,-0.05940054,-0.5251559,0.23683769,0.05773569
14078,1.0,0.0,0.0003406413903116171,-0.08670859840393498,GL,1.3145463909857504,0.767261904762,1.0,0.025233024086336875,0.04584977,-0.009326293271751768,-0.20458438,0.037345342,0.54614997,-0.47668418,0.0092287585
12746,1.0,1.0,0.7492541339983393,-2.2668405665262,FW,0.5356360432098685,0.731547619048,1.0,-0.02907056222066451,-3.3286662,-0.0945652802354673,-2.0939329,-0.42241028,-1.4183173,0.37236968,0.25744182
27123,1.0,0.0,0.7492541339983393,0.39776517228990077,FW,0.9683640141964694,0.83630952381,1.0,0.20331635237037937,-0.21154076,0.2291189714716338,0.35341653,0.05119563,0.10236505,0.024962053,0.40497422
24508,1.0,0.0,-0.9358012243697229,0.6400020576368192,MS,0.24354466279391282,0.733333333333,0.0,-0.06650874026777986,1.3429372,-0.14554074834743333,0.016987473,0.010086925,0.4451409,-1.0504668,0.39051265
9376,1.0,0.0,0.7492541339983393,-0.08670859840393498,NE,0.8385456229004892,0.817261904762,1.0,0.15573002655185708,-0.697436,0.17026728934307003,0.119301796,-0.11390912,0.3705449,-0.4517174,0.27950406
12790,1.0,1.0,-0.8421870377937195,-1.0556561397916087,FW,-0.6435476777286192,0.672916666667,0.0,-0.18741087791358912,-0.749694,-0.329072437970554,-0.77514946,-0.2100892,-0.94484305,0.17198002,-0.26992172
19267,1.0,1.0,0.5620257608463324,0.6400020576368192,NE,1.2929099924364202,0.833333333333,1.0,0.2238231420740896,-0.4790459,0.21364641688221028,0.3408518,0.02312914,0.39015692,-0.5478313,0.48364782
17415,1.0,0.0,0.7492541339983393,1.3667127136775734,GL,-0.026910319072712782,0.874404761905,1.0,0.2984890040074242,0.38226196,0.34682233572876137,0.6830064,0.0032903114,1.9851667,0.2713924,0.20467536
316,1.0,1.0,-0.2805019183376987,-0.8134192544446902,MS,-0.09181951472070293,0.71994047619,1.0,-0.06574496315518774,-1.102822,-0.16495140994515572,-0.6606155,-0.13221623,-1.3452511,1.5543299,-0.004246533
15735,1.0,1.0,-0.1868877317616953,-1.5401299104854445,GL,0.00554427875128229,0.697619047619,1.0,-0.12081232657478114,-2.0436976,-0.2307797353111487,-1.456544,-0.16904321,-0.7946657,0.19821921,0.57549983
8042,1.0,1.0,-0.9358012243697229,-0.8134192544446902,GL,-0.96809365596857,0.6761904761900001,0.0,-0.1799298403125179,-0.4219324,-0.32209579473312483,-0.54958856,-0.039463136,-0.28049892,0.08628068,-0.08278893
14276,1.0,1.0,0.3747973876943254,0.15552828694298237,GL,0.9900004127457995,0.801785714286,1.0,0.14361256563918723,-0.59740734,0.10989633909994093,0.10353151,0.061130278,0.18536568,0.15210572,0.19619389
7140,1.0,0.0,0.0003406413903116171,-0.8134192544446902,NG,-0.3514562973126635,0.7386904761900001,1.0,-0.04614646464144667,-0.8346262,-0.09760381646459758,-0.6261936,-0.033855308,-0.24144116,2.49414,-0.16920675
814,1.0,1.0,1.31093925345436,-0.08670859840393498,NG,2.363911720628258,0.854761904762,1.0,0.2829406558118265,-1.895817,0.30496247630418644,0.052453756,0.068503775,0.0031580627,-0.10801368,0.21744347
8749,1.0,1.0,-0.5613444780657091,-0.3289454837508534,FW,-0.5894566813552942,0.720238095238,1.0,-0.06709501326123546,-0.36473334,-0.17344732129715004,-0.3809287,-0.2887323,0.31187356,1.836785,0.30260116
2786,1.0,0.0,0.7492541339983393,1.1244758283306562,NG,0.6438180359565188,0.864880952381,1.0,0.27469584109816303,0.25602934,0.3173964946644796,0.54363406,0.058950335,0.33605328,2.7426713,-0.17084865
1931,1.0,1.0,0.0003406413903116171,0.15552828694298237,GL,0.28681745989257296,0.776785714286,1.0,0.07836406440642707,-0.30959323,0.020099547792530034,-0.14501986,0.051976226,0.027503952,0.26485503,0.034010477
23715,1.0,0.0,-1.12302959752173,0.8822389429837376,NE,0.47072684756187827,0.7303571428569999,1.0,-0.07533982797489891,1.6482265,-0.1610133029368569,0.22965363,0.0010720203,1.8162956,0.30670092,-0.120445326
365,1.0,1.0,0.18756901454231853,0.39776517228990077,GL,-0.48127468860864375,0.7988095238099999,1.0,0.1347814779320684,-0.30304423,0.09442378451051742,0.03882037,0.022568595,0.8644174,0.04536044,-0.12593137
16057,1.0,1.0,1.123710880302353,-1.7823667958323628,SC,-0.10263771399536795,0.775595238095,1.0,0.08376426483061805,-3.3933868,0.054083193200507494,-1.4056003,-0.47323793,-0.9907999,0.52263725,0.46289736
19988,1.0,0.0,1.6853959997583738,-0.5711823690977719,FW,0.4058176519138882,0.860714285714,1.0,0.2712649538152351,-2.1931496,0.3359075854830334,-0.16743237,-0.05840273,-0.6545346,0.1529374,-0.01854895
7689,1.0,1.0,-0.748572851217716,0.39776517228990077,NW,0.14618086932192764,0.7363095238099999,1.0,-0.02833977514983199,0.24571836,-0.13006819375800982,-0.15954569,0.0035880888,0.92601395,-0.44477674,0.33829117
4097,1.0,1.0,0.3747973876943254,0.6400020576368192,NE,2.396366318452253,0.8208333333329999,1.0,0.19119889145770963,-0.33091784,0.1687480212285048,0.21827275,0.05423964,0.6165433,-0.24403682,0.1800896
4499,1.0,0.0,0.9364825071503462,-2.0246036811792814,SE,-0.4271836922353187,0.7535714285709999,1.0,-0.0019910261058523337,-2.5519795,-0.02024104351747986,-1.7391437,-0.37841555,-1.2666676,0.44606403,-0.19236691
1908,1.0,0.0,0.5620257608463324,-0.08670859840393498,GL,0.15699906859659263,0.804761904762,1.0,0.123105775935477,-0.522589,0.1253688936893646,0.05600965,0.063145235,-0.20020792,0.09113835,-0.15551381
17899,1.0,1.0,0.18756901454231853,1.1244758283306562,GL,0.35172665554056304,0.8273809523810001,1.0,0.20616096665985206,0.06541857,0.18270130770336326,0.33169052,0.021625794,0.27255484,-0.80656075,-0.08701022
18431,1.0,1.0,-0.5613444780657091,-1.0556561397916087,SC,-0.18918330819268814,0.691666666667,1.0,-0.138474501989019,-1.0674311,-0.26172484448999583,-0.8544444,0.043698415,-0.6226176,0.5174421,0.38934517
2730,0.0,1.0,-1.6847147169777505,-2.7513143372200357,GL,-1.5847310146244764,0.55,1.0,-1.2514478562761613,1.123635,-0.7370961058622019,-2.2304363,-0.48741782,-1.2326221,0.11005523,-0.03314261
24418,1.0,1.0,1.123710880302353,-0.3289454837508534,Mt,1.563364974303046,0.832738095238,1.0,0.22652324228618514,-1.8964441,0.23063823958619897,-0.022429436,-0.025555324,-0.51091874,0.021661364,-0.033318862
6162,1.0,0.0,-0.748572851217716,0.8822389429837376,SE,0.8060910250764941,0.755357142857,1.0,-0.010091326742138751,1.3046361,-0.07121651162944595,0.090473115,0.05533126,0.33296987,-0.18440732,-0.008139193
4538,1.0,0.0,-1.12302959752173,0.6400020576368192,SE,0.28681745989257296,0.7208333333329999,1.0,-0.09913299088416005,1.5094492,-0.19043914400113882,0.09509948,0.012147405,-0.21391127,-0.60539323,0.09558651
18871,1.0,1.0,1.31093925345436,1.1244758283306562,FW,1.3794555866337403,0.902380952381,1.0,0.4019064703581323,-0.6788776,0.452091681625596,0.5031291,-0.0015687263,0.97333145,-0.9075826,0.30403304
17507,1.0,1.0,0.7492541339983393,1.3667127136775734,GL,-0.45963829005931384,0.874404761905,1.0,0.3278268814182532,-0.1347187,0.34682233572876137,0.6830064,0.027505234,2.477092,0.80968165,-0.27647907
13366,1.0,1.0,-1.6847147169777505,-2.2668405665262,SC,0.6546362352311837,0.5690476190479999,1.0,-0.4531858202336053,-0.5719178,-0.6782444237336382,-1.6873528,-0.46889493,-1.2587969,0.09067963,0.051346783
20985,1.0,0.0,1.31093925345436,1.3667127136775734,NE,0.6870908330551788,0.911904761905,1.0,0.3963617558565644,0.07625747,0.48151752268987774,0.6060908,0.031504344,0.4288767,1.7135192,0.2612918
20647,1.0,0.0,1.4981676266063668,0.8822389429837376,FW,-1.000548253792565,0.905357142857,1.0,0.3813996806544222,-0.42841744,0.4675642362150194,0.39450756,0.0073283846,0.80792576,-0.49541935,0.35994458
