Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,full_prediction,full_prediction_proba,unaware_prediction,unaware_prediction_proba
1201,-0.6909840152529018,4,1,2,no,-0.4249187267061496,0,0,cellular,6,feb,-0.5185223269503295,2,-1,-0.36324357212507663,3,1,0,0.5997263054237154,0,0.5775940996443103
9552,0.9038628910626553,0,1,1,no,0.037037571425941586,1,0,cellular,19,nov,-0.5761378975085529,3,-1,-0.36324357212507663,3,0,0,0.863166550039826,0,0.8667259546212408
8297,3.3381029059653478,5,0,0,no,0.8657685680078744,0,0,cellular,11,aug,-0.6020649042597535,3,-1,-0.36324357212507663,3,0,0,0.6973668567563027,0,0.6875408230902234
651,0.23234840419294706,9,1,0,no,-0.23982616966933187,0,1,cellular,31,jul,1.316533595329085,4,-1,-0.36324357212507663,3,1,1,0.1522108272180479,1,0.1507390776640224
974,-0.5231053935354747,4,0,2,no,-0.20758224013527987,1,1,cellular,19,nov,3.4050980280646828,1,-1,-0.36324357212507663,3,1,1,0.012543841054153404,1,0.009949550160722631
1578,-0.5231053935354747,4,2,2,no,0.06866142539203104,1,0,cellular,21,apr,-0.11233255451485469,3,-1,-0.36324357212507663,3,1,0,0.6507757979169035,0,0.6796399570624065
597,-0.8588626369703288,4,1,2,no,-0.4739046965751902,1,1,cellular,28,jul,0.8412051382237422,8,-1,-0.36324357212507663,3,1,1,0.48316375630526276,1,0.467733346783607
2417,1.323559445356223,4,1,2,no,0.040758024833716815,0,0,cellular,4,aug,0.7778280106096965,1,-1,-0.36324357212507663,3,1,1,0.11667341008268961,1,0.11897222163992072
4634,-1.1106805695464694,4,2,2,no,-0.07488606859129662,1,0,cellular,26,feb,-0.8843811999950479,1,-1,-0.36324357212507663,3,1,0,0.882215365757488,0,0.8918545384629485
8550,0.7359842693452282,10,1,1,no,0.6044067161116643,1,0,unknown,13,may,-0.08640554776365417,3,-1,-0.36324357212507663,3,0,0,0.6915346588924207,0,0.6929796419999916
9966,-1.194619880405183,0,2,2,no,0.1440006068994795,1,0,cellular,5,may,-0.7777923944623347,5,-1,-0.36324357212507663,3,0,0,0.8652604873354167,0,0.8760363420563252
7231,-0.27128746095933415,2,1,1,no,-0.4537522406164077,0,0,cellular,5,feb,-0.5732571189806417,1,-1,-0.36324357212507663,3,0,0,0.6816225164545247,0,0.6690780450097441
938,-1.194619880405183,8,2,1,no,-0.4531321650484451,0,0,telephone,14,nov,-0.3831257361385046,1,-1,-0.36324357212507663,3,1,0,0.5550119604113404,0,0.5736403517260678
5798,0.48416633676908766,7,1,1,no,-0.12945271857200003,0,0,unknown,20,jun,0.12389128477386117,4,-1,-0.36324357212507663,3,0,1,0.35494584288802444,1,0.3500949109956659
1460,-0.6070447043941882,4,1,2,no,-0.2559481344363579,1,0,cellular,14,apr,-0.08640554776365417,1,-1,-0.36324357212507663,3,1,0,0.6931264118961874,0,0.6788047719262282
6751,-1.2785591912638965,0,2,1,no,-0.2922225551621664,1,1,unknown,12,may,-0.45226442080837265,1,-1,-0.36324357212507663,3,0,0,0.9084563868880801,0,0.9178108058105724
1172,0.14840909333423352,1,1,1,no,-0.17843868844104055,1,0,cellular,4,feb,1.1321637695427702,2,-1,-0.36324357212507663,3,1,1,0.258550698963529,1,0.25638302088625564
5158,0.7359842693452282,1,1,0,no,-0.4484815982887261,0,0,telephone,5,apr,0.2420032044182191,1,-1,-0.36324357212507663,3,1,1,0.39121642584951866,1,0.39351719378187255
9285,-1.026741258687756,4,2,2,no,-0.4370102002814191,1,0,unknown,28,may,-0.679845924513355,2,-1,-0.36324357212507663,3,0,0,0.8452636642476871,0,0.8582062838006372
7714,-0.7749233261116153,4,0,2,no,-0.22990496058193124,1,0,cellular,11,aug,-0.8642157502996698,2,-1,-0.36324357212507663,3,0,0,0.9138231609399328,0,0.8901059311510469
2457,0.06446978247551999,7,2,1,no,0.5811538823130692,1,0,cellular,7,aug,-0.45226442080837265,1,99,0.07305522826877954,0,1,0,0.6286978200445885,0,0.6646313914594983
7361,-0.18734815010062061,1,1,0,no,3.5094607520161576,1,0,unknown,5,jun,-0.10080944040321001,2,-1,-0.36324357212507663,3,0,0,0.7143090376374807,0,0.7066007343039997
6398,-0.5231053935354747,9,1,1,no,-0.1933205020721415,0,1,cellular,21,aug,-0.7432230521274007,2,-1,-0.36324357212507663,3,0,0,0.8362544725297218,0,0.8272940297247727
7292,-1.026741258687756,7,2,1,no,-0.4677039408955648,1,0,unknown,15,may,0.16998374122043988,1,-1,-0.36324357212507663,3,0,0,0.6110411056292152,0,0.6362659397642354
3803,-1.026741258687756,8,2,1,no,-0.046982668032982386,1,0,cellular,3,aug,-0.35719872938730407,1,446,0.5093540286626357,2,1,0,0.6899805267684419,0,0.7106159274169754
9097,-0.9428019478290424,9,1,1,no,-0.40972687529106744,1,0,unknown,23,may,-0.8642157502996698,2,-1,-0.36324357212507663,3,0,0,0.9165321965610111,0,0.909879741092354
7959,-0.4391660826767612,0,1,1,no,-0.38523389035654715,1,0,cellular,22,jul,-0.5905417901481087,9,-1,-0.36324357212507663,3,0,0,0.881169870194809,0,0.8764763207747225
8085,-0.7749233261116153,4,1,2,no,0.2094185793195273,0,0,cellular,27,aug,-0.7172960453762002,4,-1,-0.36324357212507663,3,0,0,0.663100297261476,0,0.6406993444354965
5160,1.659316688791077,5,1,2,no,0.31886191706491535,1,0,cellular,10,nov,-0.8152425153251799,1,91,1.3819516294503482,2,1,0,0.7447002293768836,0,0.7537234289890045
10872,-0.27128746095933415,4,2,2,no,1.6455135947207666,1,0,unknown,29,may,0.0057793651295032465,4,-1,-0.36324357212507663,3,0,0,0.5526943707274493,0,0.586533720430372
4766,-0.6070447043941882,0,1,2,no,-0.4525120894804826,0,1,cellular,25,nov,-0.21892136004756793,1,205,0.5093540286626357,0,1,1,0.41861983408101444,1,0.4008281120548475
10832,0.23234840419294706,1,1,1,no,-0.382753588084697,1,0,unknown,19,may,-0.8815004214671368,2,-1,-0.36324357212507663,3,0,0,0.9206368403076414,0,0.9200861901209465
477,-0.9428019478290424,0,2,1,no,-0.4850660567985159,0,0,cellular,16,jul,0.5444849498488918,9,-1,-0.36324357212507663,3,1,1,0.21526378225442688,1,0.232799705324511
9811,0.4002270259103741,9,1,1,no,-0.2063420889993548,1,0,cellular,3,feb,-0.8786196429392257,3,-1,-0.36324357212507663,3,0,0,0.9097601974185112,0,0.9090503184381254
5387,0.9878022019213688,6,1,1,no,-0.3970153261478354,0,1,cellular,17,nov,-0.7864347300460682,1,126,0.945652829056492,0,0,0,0.6429790132318902,0,0.6463026186682526
16,-0.7749233261116153,1,2,0,no,-0.28447161056263465,1,0,unknown,8,may,0.4868693792906685,3,-1,-0.36324357212507663,3,1,0,0.550374317705269,0,0.583914163683105
1359,-0.9428019478290424,4,2,2,no,-0.4115871019949551,1,0,cellular,17,mar,-0.13537878273814402,2,-1,-0.36324357212507663,3,1,0,0.6785535623310107,0,0.7015731988203358
2667,-0.9428019478290424,4,2,2,no,-0.42832914232994357,0,0,cellular,9,sep,-0.3975296287780604,1,100,0.07305522826877954,0,1,1,0.3128270305296128,1,0.33017882090942396
6116,-0.5231053935354747,1,1,0,no,-0.28075115715485943,1,0,cellular,6,may,-0.7921962871018906,2,-1,-0.36324357212507663,3,0,0,0.9303511163307264,0,0.9275268848568659
10887,-0.4391660826767612,7,2,1,no,-0.44321095596104454,0,0,unknown,17,jun,-0.3341525011640147,9,-1,-0.36324357212507663,3,0,0,0.5248875252952991,0,0.5546513968251867
7796,1.0717415127800825,2,0,2,no,1.3193538459724714,0,0,cellular,21,nov,-0.8555734147159363,5,-1,-0.36324357212507663,3,0,0,0.7074367185334184,0,0.6669550633831589
8485,0.7359842693452282,1,1,0,no,2.4097567322345954,1,0,cellular,7,jul,-0.679845924513355,4,-1,-0.36324357212507663,3,0,0,0.8799944193967032,0,0.8819372200475672
6136,-0.6070447043941882,1,1,3,no,-0.35267992303851387,1,1,unknown,23,may,-0.9736853343602943,2,-1,-0.36324357212507663,3,0,0,0.9438622067358016,0,0.9409471458669871
8160,1.323559445356223,4,0,2,no,-0.3474092807108323,1,0,cellular,13,may,0.08644116391101597,2,351,0.07305522826877954,0,0,1,0.44775757227921076,1,0.4093986896378673
3017,0.9878022019213688,2,1,2,no,0.13407939781207887,0,0,cellular,15,dec,-0.06047854101245364,1,-1,-0.36324357212507663,3,1,1,0.3688002971262023,1,0.3698512962324413
10719,-0.10340883924190707,9,1,1,no,-0.40755661080319855,0,0,cellular,25,aug,-0.901665871162515,6,-1,-0.36324357212507663,3,0,0,0.7725817200155219,0,0.7624354999816634
1235,0.5681056476278011,4,2,2,no,1.2899002564942508,0,0,cellular,12,feb,-0.31686782999654767,1,-1,-0.36324357212507663,3,1,1,0.39536554299077664,1,0.4357293661886611
6727,0.48416633676908766,9,0,1,no,1.3041619945573892,0,0,unknown,19,jun,-0.2592522594383243,4,-1,-0.36324357212507663,3,0,0,0.5148741285828417,1,0.4594370443475191
1363,1.49143806707365,9,1,1,no,-0.39360491052404145,0,0,cellular,18,mar,-0.4263374140571721,1,-1,-0.36324357212507663,3,1,0,0.5736298829486199,0,0.5818967761069509
10039,0.3162877150516606,7,1,0,no,0.2720462116837437,1,1,cellular,20,apr,-0.7605077232948677,2,-1,-0.36324357212507663,3,0,0,0.9534853536062272,0,0.9540388153604087
3981,1.5753773779323637,5,1,1,no,-0.17161785719345263,0,0,cellular,16,sep,-0.19875591035218976,1,792,0.07305522826877954,0,1,1,0.2924681755530586,1,0.299861941191502
9529,-0.9428019478290424,1,2,1,no,-0.4280191045459623,0,0,cellular,2,apr,-0.47819142755957317,1,-1,-0.36324357212507663,3,0,0,0.6122451846548337,0,0.6353756307528802
1098,0.9878022019213688,1,1,0,yes,-0.6171421527745365,0,0,cellular,29,jan,0.28233410380897545,1,-1,-0.36324357212507663,3,1,1,0.375725364404215,1,0.3815117967109093
1156,-0.7749233261116153,9,2,2,no,-0.08759761773452866,1,0,cellular,4,feb,-0.5185223269503295,2,-1,-0.36324357212507663,3,1,0,0.7851383819440801,0,0.8030205064339062
976,-0.9428019478290424,6,2,1,no,-0.6651980092916333,0,1,cellular,19,nov,1.5930883340085573,1,-1,-0.36324357212507663,3,1,1,0.07704561695451806,1,0.08541995857491824
9200,-0.6070447043941882,4,1,2,no,-0.4543723161843702,0,0,cellular,18,nov,-0.8325271864926469,1,102,0.5093540286626357,0,0,0,0.5002992994565931,1,0.47623008631061714
2454,-0.3552267718180477,0,1,1,no,-0.4441410693129883,0,0,cellular,7,aug,-0.6251111324830427,1,99,0.5093540286626357,2,1,0,0.594021884203287,0,0.5781471249284379
1379,-0.6070447043941882,9,1,1,no,-0.3529899608224952,1,0,cellular,27,mar,-0.7979578441577129,2,231,0.5093540286626357,0,1,0,0.7872382210074113,0,0.7744710519770057
5806,0.7359842693452282,9,1,0,no,-0.3967052883638541,1,0,unknown,6,may,-0.7000113742087332,1,-1,-0.36324357212507663,3,0,0,0.9057481384913583,0,0.9073697070536801
2786,0.4002270259103741,0,2,1,no,0.050989271705098704,1,0,cellular,20,oct,0.15846062710879522,1,-1,-0.36324357212507663,3,1,0,0.6006674219522754,0,0.6464304666407754
7366,0.23234840419294706,4,1,2,no,-0.33593788270352537,0,1,telephone,6,feb,-0.6827267030412661,2,9,2.6908480306319165,1,0,1,0.4704477281725893,1,0.46047253038720304
4152,-1.026741258687756,4,1,2,no,-0.45809276959214545,1,0,cellular,17,jul,2.728115074005558,5,-1,-0.36324357212507663,3,1,1,0.017891658613781725,1,0.016423102119004995
1738,0.7359842693452282,0,2,1,no,0.22430039295062823,0,0,cellular,30,apr,0.8066357958888082,2,-1,-0.36324357212507663,3,1,1,0.12563617072862288,1,0.1484914259650849
4761,-0.6909840152529018,1,1,1,no,-0.4739046965751902,0,0,cellular,29,jul,0.23624164736239675,6,-1,-0.36324357212507663,3,1,1,0.35487485278680453,1,0.3370015541669964
2411,-1.3624985021226101,8,2,2,no,-0.45592250510427657,0,0,cellular,24,jul,-0.6712035889296215,5,-1,-0.36324357212507663,3,1,0,0.6156028299156304,0,0.6292722727448697
9731,0.8199235802039417,0,1,3,no,-0.8264176569618933,1,1,telephone,11,may,0.5617696210163589,3,325,0.07305522826877954,0,0,1,0.3402582720974484,1,0.34566546173474455
256,-0.3552267718180477,1,1,3,no,-0.0063677183314361134,0,1,unknown,6,jun,0.02594481482488143,2,-1,-0.36324357212507663,3,1,1,0.462569432381838,1,0.44760600660168715
8287,-0.5231053935354747,1,1,1,no,-0.3901944949002475,1,1,cellular,6,apr,-0.11521333304276585,2,335,0.07305522826877954,0,0,0,0.740614285719336,0,0.732878960120174
3658,-0.6909840152529018,4,2,2,no,-0.25129756767663886,1,0,cellular,29,jun,-0.29094082324534715,1,84,0.945652829056492,2,1,0,0.5845399417575257,0,0.611766874454583
6483,0.14840909333423352,0,1,1,yes,-0.5371524045073691,1,0,unknown,26,may,-0.6020649042597535,2,-1,-0.36324357212507663,3,0,0,0.881248073855406,0,0.8801757123851568
7330,0.8199235802039417,4,1,2,no,-0.4726645454392651,1,0,cellular,21,nov,-0.9045466496904262,2,-1,-0.36324357212507663,3,0,0,0.8971371268341503,0,0.8984697161643955
6891,0.06446978247551999,4,0,2,no,-0.4739046965751902,0,0,unknown,19,may,-0.6942498171529108,2,-1,-0.36324357212507663,3,0,0,0.7024038803672401,0,0.6496643909085591
10003,0.6520449584865147,4,1,3,no,-0.4739046965751902,0,0,cellular,19,nov,-0.7864347300460682,2,-1,-0.36324357212507663,3,0,0,0.6291230528285572,0,0.6236968977970893
2576,0.48416633676908766,4,1,2,no,-0.4739046965751902,0,1,cellular,21,aug,0.0057793651295032465,1,-1,-0.36324357212507663,3,1,0,0.5271382455397542,0,0.5254199127773393
2643,1.9111346213672178,5,1,2,no,0.03579742029001651,0,0,telephone,7,sep,0.5675311780721812,4,-1,-0.36324357212507663,3,1,1,0.15313925651227245,1,0.16027714807773918
2228,0.06446978247551999,1,1,1,no,0.4292353681622472,0,0,cellular,3,jun,0.9593170578681002,1,195,0.07305522826877954,0,1,1,0.05666989385241594,1,0.05423541661543907
1501,-0.8588626369703288,9,1,1,no,-0.41716778210661787,0,0,cellular,16,apr,0.3543535670067547,1,-1,-0.36324357212507663,3,1,1,0.2887335038827348,1,0.2689145498518253
2141,-1.3624985021226101,8,2,2,no,-0.3728323789972964,0,0,cellular,26,may,0.05187182157608195,1,-1,-0.36324357212507663,3,1,1,0.31203945750087303,1,0.3247267641419911
7544,1.5753773779323637,3,0,1,no,-0.353920074174439,1,0,unknown,4,jun,-0.39464885025014923,1,-1,-0.36324357212507663,3,0,0,0.843687826807593,0,0.8263122051873676
8432,-0.01946952838319354,4,0,2,no,-0.27331025033930895,1,0,unknown,16,may,-0.29382160177325833,1,-1,-0.36324357212507663,3,0,0,0.7910021377435476,0,0.7512023514414898
11155,-0.5231053935354747,1,1,1,no,-0.44910167385668864,1,1,cellular,21,nov,-0.9621622202486495,2,172,0.5093540286626357,0,0,0,0.9155272455666684,0,0.9121896057691052
4741,-0.4391660826767612,6,1,1,no,-0.08790765551850993,1,0,unknown,6,jun,3.1602318531922338,9,-1,-0.36324357212507663,3,1,1,0.00993557070419071,1,0.009460314711090212
4719,1.323559445356223,9,1,0,no,0.5727828621455748,1,0,telephone,2,jun,0.1411759559413282,2,-1,-0.36324357212507663,3,1,0,0.6575247498810721,0,0.6685838674870402
2177,0.14840909333423352,4,1,2,no,-0.145574683339026,0,1,cellular,1,jun,-0.10657099745903234,2,-1,-0.36324357212507663,3,1,0,0.5707536247298274,0,0.5640627582680396
1237,2.582649108236926,5,1,2,no,-0.4739046965751902,0,0,cellular,13,feb,-0.7864347300460682,1,-1,-0.36324357212507663,3,1,0,0.6574352681270567,0,0.6780338736432415
3928,-1.2785591912638965,9,2,1,no,-0.13131294527588763,1,0,cellular,6,sep,0.12389128477386117,1,297,0.945652829056492,1,1,1,0.40598571689649166,1,0.42534174862862584
1292,-0.01946952838319354,4,1,1,no,-0.3870941170604348,1,0,cellular,27,feb,-0.8210040723810023,2,-1,-0.36324357212507663,3,1,0,0.9108610898618535,0,0.9087726907347888
4343,-0.6070447043941882,0,1,1,no,-0.39732536393181667,0,0,cellular,8,oct,0.08356038538310481,2,-1,-0.36324357212507663,3,1,1,0.41699707095176053,1,0.3992636353022351
2662,0.06446978247551999,4,1,2,no,-0.1003091668777607,0,0,telephone,8,sep,0.011540922185325585,2,-1,-0.36324357212507663,3,1,1,0.354215627798363,1,0.34300480455458526
1516,-1.1106805695464694,8,2,2,no,-0.2122328068949989,0,0,cellular,16,apr,0.5156771645697802,2,-1,-0.36324357212507663,3,1,1,0.16399053957984588,1,0.17417798606889667
9494,-0.4391660826767612,4,2,2,no,-0.4856861323664784,1,0,unknown,14,may,1.1868985615730825,1,-1,-0.36324357212507663,3,0,1,0.1729747536278009,1,0.19355501445511647
7953,1.2396201344975095,5,1,1,no,-0.3226062579923308,0,0,telephone,6,feb,-0.6510381392342433,4,-1,-0.36324357212507663,3,0,0,0.678035791345373,0,0.683281500612354
9339,0.9878022019213688,9,1,1,no,-0.4537522406164077,0,0,cellular,25,nov,-0.7864347300460682,1,92,0.5093540286626357,0,0,0,0.5036422765894557,0,0.5025745165697157
5342,0.3162877150516606,7,1,1,no,-0.2999734997616981,1,0,unknown,29,may,-0.0921671048194765,7,-1,-0.36324357212507663,3,0,0,0.729485943611907,0,0.7275344531664889
5284,3.086284973389207,5,0,0,no,-0.04326221462520716,0,0,cellular,8,apr,-0.10657099745903234,1,-1,-0.36324357212507663,3,1,0,0.5257337324010709,0,0.5116123144457794
9165,-0.6909840152529018,1,1,1,no,1.4567005842761738,1,0,unknown,23,may,-0.8526926361880252,2,-1,-0.36324357212507663,3,0,0,0.9036176386104198,0,0.8976436592543864
828,-0.6909840152529018,9,2,1,no,-0.4233685377862433,1,0,cellular,20,aug,0.734616332691029,2,-1,-0.36324357212507663,3,1,1,0.3593459170923843,1,0.38844648814283855
